id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-5-cau23,23. Hiện tượng tự nhiễm của giun kim thường gặp ở,Trẻ em suy dinh dưỡng,Trẻ em vệ sinh kém,Trẻ ở mọi lứa tuổi,Trẻ em tuổi mẫu giáo,Trẻ em suy dinh dưỡng dạng phù,B,Hiện tượng tự nhiễm giun kim xảy ra do vệ sinh cá nhân kém (lây trứng từ hậu môn vào miệng).
Chuong3-5-cau24,24. Trứng giun kim ở ngoại cảnh nở thành ấu trùng sau.,3 đến 5 giờ,6 đến 8 giờ,9 đến 12 giờ,sau 24 giờ,,B,"Trứng giun kim phát triển thành ấu trùng gây nhiễm rất nhanh, trong khoảng 6-8 giờ."
Chuong3-5-cau25,25. Giun kim lây truyền theo những cơ chế sau ngoại trừ.,Tự nhiễm,Nhiễm ngược dòng,"Nhiễm trực tiếp qua thức ăn, bụi bặm",Nhiễm qua đồ chơi trẻ em,. Ăn gỏi cá,E,"Ăn gỏi cá là đường lây nhiễm của sán, không phải giun kim."
Chuong3-5-cau26,26. Điều trị bệnh giun kim,,Điều trị hàng loạt cho tập thể,Chỉ đơn thuần dựa vào các biện pháp vệ sinh cá nhân,Chỉ cần ăn chín uống sôi.,,B,"Để kiểm soát dịch tễ, cần điều trị hàng loạt cho tập thể kết hợp với vệ sinh cá nhân."
Chuong3-5-cau27,27. Phòng bệnh giun kim cần tiến hành với tính cách tập thể và giáo dục vệ sinh cá nhân,Đúng,Sai,,,,A,Phòng bệnh giun kim cần phối hợp điều trị cho tập thể và giáo dục vệ sinh cá nhân.
Chuong3-5-cau28,28. Sự lan tràn của bệnh giun kim không phụ thuộc vào tình hình vệ sinh cá nhân,Đúng,Sai,,,,B,Sự lan tràn của giun kim phụ thuộc rất nhiều vào vệ sinh cá nhân.
Chuong3-5-cau29,"29. Trẻ em không cho mút tay, không cho mặc quần thủng đáy sẽ làm giảm tỷ lệ nhiễm giun kim",Đúng,Sai,,,,A,Các biện pháp này giúp ngăn chặn trứng giun kim từ hậu môn lây nhiễm lại vào miệng (tự nhiễm) và phát tán ra môi trường.
Chuong3-5-cau30,30. Trứng giun kim hỏng trong vài phút ở nhiệt độ 600 C,Đúng,Sai,,,,A,Trứng giun kim có sức đề kháng yếu với nhiệt độ cao và sẽ bị tiêu diệt nhanh chóng ở 60°C.
Chuong3-5-cau282,282. Giun kim (Enterobius vermicularis) là loại giun,"Có kích thước nhỏ, hình dạng giống cây kim may",Có kích thước lớn,Hình dạng giống chiếc đũa,Cả B và C,,A,Giun kim có kích thước nhỏ và thân thon mảnh.
Chuong3-5-cau283,283. Ký chủ duy nhất của giun kim (Enterobius vermicularis) là,Heo,Chó,Mèo,Con người,,D,Giun kim là ký sinh trùng đặc hiệu chỉ ký sinh trên con người.
Chuong3-5-cau284,284. Giun kim (Enterobius vermicularis) đực chết sau khi,Sống được 5 tháng,Sống được 1 tháng,Giao hợp,Trưởng thành,,C,Giun kim đực chết sau khi giao hợp.
Chuong3-5-cau285,285. Giun kim (Enterobius vermicularis) đẻ trứng ở,Trong ruột non,Trong ruột già,Niêm mạc hậu môn,"Tất cả A, B và C",,C,Giun kim cái bò ra rìa hậu môn đẻ trứng.
Chuong3-5-cau286,286. Người bị nhiễm giun kim (Enterobius vermicularis) do,Ăn thịt chưa chin,Hít phải trứng giun,Vệ sinh cá nhân,Cả A và B,,C,Nhiễm giun kim chủ yếu do vệ sinh cá nhân kém (lây nhiễm trứng).
Chuong3-5-cau287,287. Giun kim (Enterobius vermicularis) gây tổn thương do,Tiết ra độc tố,Bám vào ruột non hút máu gây loét,Di chuyển lạc chỗ,"Tất cả A, B và C",,C,Giun kim gây tổn thương/triệu chứng do giun cái di chuyển lạc chỗ hoặc ra hậu môn đẻ trứng (gây ngứa).
Chuong3-5-cau288,288. Phương pháp xét nghiệm trực tiếp tìm giun kim (Enterobius vermicularis) là,Soi phân để tìm trứng giun kim (Enterobius vermicularis),Phết hậu môn bằng băng keo trong phương pháp Graham,Xét nghiệm huyết thanh học,Cả A và C,,B,Phương pháp Graham (dùng giấy bóng kính dính) là phương pháp trực tiếp để tìm trứng giun kim.
Chuong3-5-cau289,289. Hình thể giun kim (Enterobius vermicularis) trưởng thành có đặc điểm,Giun cái nhỏ hơn giun đực,"Thực quản có chỗ co thắt lại, làm cho phần cuối phình to",Có 2 cánh môi ở 2 bên miệng,Cả B và C,,D,Giun kim có thực quản hình bầu (phình to ở cuối) và có 2 cánh môi ở miệng.
Chuong3-5-cau290,290. Trứng giun kim (Enterobius vermicularis) có đặc điểm,"Hình tròn, vỏ mỏng, trơn","Hình thoi dài, lép một bên",Có ấu trùng ngay sau khi đẻ vài giờ,Cả B và C,,D,"Trứng hình thoi dài, hơi lép một bên, và có ấu trùng bên trong ngay sau khi đẻ vài giờ."
Chuong3-5-cau291,291. Chu trình phát triển của giun kim (Enterobius vermicularis) có đặc điểm,"Vào dạ dày, đi thẳng tới nơi cư trú tại ruột già","Vào dạ dày, đi vào máu đến các cơ quan gan, tim, phổi và được nuốt xuống ruột",Có chu trình tự miễn bên ngoài ruột,Cả A và C,,D,"Giun kim đi thẳng tới ruột già (A) và có khả năng tự nhiễm (C), tạo thành chu trình tự miễn bên trong cơ thể."
Chuong3-5-cau292,292. Đường lây nhiễm giun kim (Enterobius vermicularis) vào người,Hít phải trứng giun trong không khí,"Tay bẩn do sờ mó các vật dụng. quần áo, chăn chiếu, sàn nhà",Tay bẩn do gải hậu môn đưa vào miệng,"Tất cả A, B và C",,D,"Giun kim lây nhiễm qua nhiều con đường, bao gồm hít trứng, tiếp xúc với đồ vật nhiễm trứng, và tự nhiễm tay-miệng."
Chuong3-5-cau293,293. Lứa tuổi bị nhiễm giun kim (Enterobius vermicularis) thường gặp nhất là,Trẻ em từ 2- 13 tuổi,Trẻ em từ 13- 16 tuổi,Đàn ông làm nghề tiếp xúc đất,Phụ nữ lứa tuổi sinh đẻ,,A,Giun kim phổ biến nhất ở trẻ em (từ 2 đến 13 tuổi).
Chuong3-5-cau294,294. Triệu chứng nhiễm giun kim (Enterobius vermicularis),Rối loạn tiêu hóa,Tắc ruột,Ngứa hậu môn,Cả A và C,,D,Triệu chứng phổ biến là rối loạn tiêu hóa và ngứa hậu môn.
Chuong3-5-cau295,295.Giun kim (Enterobius vermicularis) có thể gây triệu chứng tại,Ruột,Hệ thần kinh,Hệ sinh dục,Cả A và C,,D,Giun kim gây triệu chứng tại ruột (rối loạn tiêu hóa) và hệ sinh dục (lạc chỗ gây viêm).
Chuong3-5-cau296,296. Tỷ lệ giun kim (Enterobius vermicularis) cao thường gặp ở nơi,Điều kiện vệ sinh kém,Dân cư đông đúc,Có tập quán dung phân tươi bón hoa màu,Cả A và B,,D,Tỷ lệ nhiễm giun kim cao ở các khu vực dân cư đông đúc và có điều kiện vệ sinh kém.
Chuong3-5-cau297,297. Giun kim (Enterobius vermicularis) dễ lan truyền từ người này sang người khác và khó trị dứt do,Trứng mới sinh đã có ấu trùng,Trứng có thể phát tán trong không khí,Do hiện tượng tự nhiễm,"Cả A, B và C",,D,"Giun kim khó trị dứt điểm do trứng gây nhiễm nhanh chóng, phát tán rộng và khả năng tự nhiễm."
Chuong3-5-cau298,298. Điều trị nhiễmgiun kim (Enterobius vermicularis),Khó khỏi do thuốc không có hiệu quả,"Khó vì người dân hay ăn rau sống, uống nước không nấu sôi",Khó khỏi do giun có chu trình tự nhiễm,Dễ nhưng hay bị tái nhiễm,,D,Giun kim dễ điều trị bằng thuốc đặc hiệu nhưng hay bị tái nhiễm (do tự nhiễm và lây nhiễm chéo).
Chuong3-5-cau299,299. Sán lá lớn ở gan có hình dạng giống,Chiếc đũa,Chiếc lá,Hạt cà phê,Quả lê,,B,"Sán lá thuộc Lớp SÁN LÁ (trématodes) có thân dẹp, hình giống chiếc lá [1, 2]."
Chuong3-5-cau300,300. Trứng sán lá lớn ở gan có đặc điểm,"Hình cầu, vỏ dầy màu vàng nâu","Hình bầu dục có nắp, vỏ dầy màu vàng nâu","Hình quả lê, vỏ mỏng trong suốt","Hình bầu dục có nắp, vỏ màu trắng",,B,"Trứng sán lá lớn ở gan có hình bầu dục, có nắp, vỏ dày và có màu vàng nâu."
Chuong3-5-cau301,301. Sán lá lớn ở gan giai đoạn trưởng thành sống,Gan,Ống mật,Ruột non,Tá tràng,,B,"Sán lá lớn trưởng thành ký sinh trong ống mật (thuộc gan) [1, 2]."
Chuong3-5-cau302,302. Ấu trùng lông tơ của sán lá lớn ở gan sống ở ký chủ,"Trâu, bò",Ốc,Cá,Người,,B,"Ấu trùng lông tơ (miracidium) của sán lá lớn ở gan phát triển trong ốc (ký chủ trung gian) [1, 2]."
Chuong3-5-cau303,303. Sán lá lớn ở gan đôi khi lạc chỗ đế,Phổi,Mắt,Mô dưới da,"Tất cả A, B và C",,D,"Sán lá lớn ở gan có thể lạc chỗ đến Phổi, Mắt, Mô dưới da."
Chuong3-5-cau304,304. Nguồn gây nhiễm sán lá ở gan cho người,Ăn gỏi cá,"Ăn rau sống mọc hoang, mọc dưới nước",Ăn tiết canh heo,Ăn nem chua,,B,Người nhiễm sán lá lớn ở gan do ăn rau sống mọc dưới nước có nang ấu trùng.
Chuong3-5-cau305,305. Sán lá lớn ở gan gây,Viêm phổi,Viêm ống mật,Viêm ruột,Cả A và C,,B,"Sán lá lớn ở gan ký sinh và gây tắc nghẽn, viêm nhiễm ống mật [3]."
Chuong3-5-cau306,306. Sán lá lớn ở gan thường ký sinh ở,Trâu,Bò,Người,"Tất cả A, B và C",,D,"Sán lá lớn ở gan ký sinh ở Trâu, Bò (vật chủ chính) và Người (vật chủ ngẫu nhiên) [1, 2, 4]."
Chuong3-5-cau307,307. Sán lá lớn ở gan là sinh vật,Đơn tính,Lưỡng tính,Đơn tính và lưỡng tính,Không xác định giới tính,,B,"Sán lá (trématodes) là sinh vật lưỡng tính, có cơ quan sinh dục đực và cái [1, 2]."
Chuong3-5-cau308,308. Người là vật chủ chính của các loại KST sau ngoại trừ,Giun đũa,Giun móc,KST sốt rét,Giun kim,,C,Người là vật chủ trung gian của KST sốt rét; muỗi Anopheles là vật chủ chính [5].
Chuong3-5-cau309,309. Hiện tượng tự nhiễm của giun kim thường gặp ở.,Trẻ em suy dinh dưỡng,Trẻ em vệ sinh kém,Trẻ ở mọi lứa tuổi,Trẻ em tuổi mẫu giáo,Trẻ em suy dinh dưỡng dạng phù,B,Tự nhiễm xảy ra khi trứng giun từ hậu môn lây nhiễm lại vào miệng do vệ sinh cá nhân kém.
Chuong3-5-cau310,310. Trứng giun kim ở ngoại cảnh nở thành ấu trùng sau.,3 đến 5 giờ,6 đến 8 giờ,9 đến 12 giờ,Sau 24 giờ,,A,Trứng giun kim phát triển thành ấu trùng gây nhiễm trong khoảng 3–5 giờ ở điều kiện thích hợp.
Chuong3-5-cau311,311. Giun kim lây truyền theo những cơ chế sau ngoại trừ.,Tự nhiễm,Nhiễm ngược dòng,"Nhiễm trực tiếp qua thức ăn, bụi bặm",Nhiễm qua đồ chơi trẻ em,Ăn gỏi cá,E,Ăn gỏi cá không phải là đường lây nhiễm giun kim.
Chuong3-5-cau312,312. Điều trị bệnh giun kim.,Điều trị hàng loạt cho tập thể,Chỉ cần điều trị người nhiễm,Chỉ đơn thuần dựa vào các biện pháp vệ sinh cá nhân,Chỉ cần ăn chín uống sôi.,,A,Điều trị giun kim cần tiến hành hàng loạt cho tập thể để ngăn chặn tái nhiễm.
Chuong3-5-cau313,313. Phòng bệnh giun kim cần tiến hành với tính cách tập thể và giáo dục vệ sinh cá nhân.,Đúng,Sai,,,,A,Phòng bệnh giun kim đòi hỏi sự kết hợp giữa các biện pháp cộng đồng và nâng cao vệ sinh cá nhân.
Chuong3-5-cau314,314. Sự lan tràn của bệnh giun kim không phụ thuộc vào tình hình vệ sinh cá nhân.,Đúng,Sai,,,,B,Sự lan tràn của giun kim phụ thuộc rất nhiều vào vệ sinh cá nhân.
Chuong3-5-cau315,"315. Trẻ em không cho mút tay, không cho mặc quần thủng đáy sẽ làm giảm tỷ lệ nhiễm giun kim.",Đúng,Sai,,,,A,Hạn chế mút tay và mặc quần kín đáo là biện pháp giảm thiểu sự tự nhiễm và lây lan trứng giun kim.
Chuong3-5-cau316,316. Trứng giun kim hỏng trong vài phút ở nhiệt độ 60°C.,Đúng,Sai,,,,A,Trứng giun kim có sức đề kháng yếu với nhiệt độ cao (như 60°C) và sẽ bị tiêu diệt nhanh chóng.
Chuong3-5-cau317,317. Đường lây nhiễm giun kim phổ biến nhất ở trẻ em .,Ấu trùng chui qua da,Uống nước lả,Nhiễm trứng giun qua áo quần chăn chiếu đồ chơi,Ăn rau quả sống,,C,"Lây nhiễm trứng giun qua áo quần, chăn chiếu, đồ chơi là đường lây nhiễm chéo phổ biến ở trẻ em."
Chuong3-5-cau318,318. Chẩn đoán xét nghiệm trứng giun kim phải dùng kỹ thuật.,Cấy phân,Xét nghiệm dịch tá tràng,Xét nghiệm phong phú,Giấy bóng kính dính,,D,Chẩn đoán trứng giun kim sử dụng kỹ thuật Giấy bóng kính dính (Graham).
Chuong3-5-cau319,319. Chu kỳ ngược dòng của giun kim.,Giun kim từ ruột già lên sống ở ruột non,Ấu trùng giun kim từ ruột già lên sống ở ruột non,Trứng giun kim theo gió bụi vào miệng,Ấu trùng giun kim nở ra ở hậu mônđi lên manh tràng,,D,Chu kỳ ngược dòng là ấu trùng nở ra ở hậu môn và bò ngược lên manh tràng (ruột già).
Chuong3-5-cau320,320. Phòng bệnh giun kim không cần làm điều này.,"Ăn chín, uống sôi",Không mặc quần không đáy cho trẻ em,Cắt móng tay,Không ăn thịt bò tái,,D,"Không ăn thịt bò tái là biện pháp phòng sán, không liên quan đến giun kim."
Chuong3-5-cau321,321. Giun kim sống ở.,Ruột già,Ruột non,Tá tràng,Vùng hồi manh tràng,,D,Giun kim trưởng thành ký sinh chủ yếu ở vùng hồi manh tràng.
Chuong3-5-cau322,322. Giun kim không gây tác hại nầy.,Tắt ruột,Rối loạn tiêu hoá,Ngứa hậu môn,Giun kim lạc chỗ vào cơ quan sinh dụ,,A,Giun kim hiếm khi gây tắc ruột.
Chuong3-5-cau323,323. Thuốc điều trị giun kim.,Mebendazole,Niclosamide,Praziquantel,Fansidar,,A,Mebendazole là một trong những thuốc điều trị giun kim phổ biến.
Chuong3-5-cau324,324. Tuổi thọ của giun kim.,1 năm,6 tháng,3-4 tháng,1-2 tháng,,D,Tuổi thọ của giun kim trưởng thành là khoảng 1–2 tháng.
Chuong3-5-cau325,325. Giun kim cái thường đẻ trứng ở.,Trực tràng,Ruột non,Ruột già,Hậu môn,,D,Giun kim cái đẻ trứng ở rìa Hậu môn.
Chuong3-5-cau326,326. Loại giun sán nào vòng đời phát triển theo sơ đồ. Người – VCPI – VCP2 – Người?,Enterobius vermicularis,Trichinella spiralis,Strongyloides stercoralis,Clonorchis sinensis,,D,"Clonorchis sinensis (Sán lá gan nhỏ) có chu trình phức tạp, cần hai vật chủ trung gian (ốc và cá)."
Chuong3-5-cau327,327. Enterobius vermicularis GIUN KIM,Sử dụng đất làm nơi sinh sống và phát triển.,Đặc hiệu ký sinh trên người.,Là loài gây bệnh cho động vật có vú khác người.,Đặc hiệu ký sinh trên lợn.,,B,Giun kim (Enterobius vermicularis) là loài ký sinh trùng đặc hiệu chỉ ký sinh trên người.
Chuong3-5-cau328,328. Loại KST có thể tự tăng sinh trong cơ thể người. GIUN KIM,Giun tóc,Giun móc,Giun kim.,Giun chỉ.,Sán lá gan,C,Giun kim có khả năng tự nhiễm và tái nhiễm trong cơ thể thông qua chu kỳ tự nhiễm ngược dòng.
Chuong3-5-cau329,329. Biện pháp nào không phải là biện pháp phòng chống bệnh giun kim?,Vệ sinh cá nhân tốt,Tiêm vắc xin phòng bệnh,Rửa tay trước khi ăn,Cắt móng tay thường xuyên,Đảm bảo vệ sinh thực phẩm,B,Hiện tại không có vắc xin để phòng chống giun kim.
Chuong3-5-cau330,330. Bệnh giun kim thường gặp ở đối tượng nào?,Trẻ em,Người lớn,Người già,Phụ nữ mang thai,Người suy dinh dưỡng,A,"Giun kim thường gặp nhất ở trẻ em (nhà trẻ, mẫu giáo, tiểu học)."
Chuong3-5-cau331,331. Trứng giun kim gây nhiễm qua đường nào?,Đường máu,Đường tiêu hóa,Đường hô hấp,Đường da,Qua vết thương hở,B,"Trứng giun kim gây nhiễm khi nuốt phải qua đường tiêu hóa (tay-miệng, thức ăn, bụi bẩn)."
Chuong3-5-cau332,332. Nguồn lây nhiễm giun kim chủ yếu là.,Thức ăn sống,Môi trường không vệ sinh,Tiếp xúc với người nhiễm,Vật nuôi trong nhà,Côn trùng cắn,C,Nguồn lây nhiễm giun kim chủ yếu là tiếp xúc với người nhiễm (lây nhiễm chéo giữa người với người).
Chuong3-5-cau333,333 . Loài kst nào sau đây có thể tự tăng sinh trong cơ thể người KIM,A.lumbricoides,A.đuoenale,"T,trichiura",N.americanus,E.vermicularis,E,E. vermicularis (Giun kim) có khả năng tự nhiễm (tự tăng sinh) trong cơ thể người.
Chuong3-5-cau334,334 .Hình thể giun kim (E.v) có đặc điểm sau.1. kích thước bằng vài cm2. con đực lớn hơn con cái 3. miệng có 3 môi 4. dọc thân có sống hình lăng trụ 5. đầu hơi phình to; có vỏ khía,B.345,D.134,A.125,C.235,,[Không tìm thấy],[Không tìm thấy]
Chuong3-5-cau335,335 .Phòng bệnh giun kim (E.v) phải sử dụng biện pháp.1. cắt móng tay rửa tay thường xuyên bằng xà phòng 2. rửa hậu môn cho trẻ bằng xà phòng vào buổi sáng sớm 3. đi giày dép cho trẻ 4. giặt quần áo; chăn chiếu thường xuyên 5. không ăn rau sống,A.125,B.345,68,D.124,C.235,D,"Các biện pháp vệ sinh cá nhân (1, 2) và vệ sinh đồ vật (4) là trọng tâm trong phòng chống giun kim."
Chuong3-5-cau336,336 . Giun kim trưởng thành ký sinh chủ yếu ở,Ruột non và tá tràng,Ruột non,Manh tràng,Trực tràng,Tá tràng,C,Giun kim trưởng thành ký sinh chủ yếu ở Manh tràng (đầu ruột già).
Chuong3-5-cau337,337 . Giun kim có đặc điểm,Con cái có thể đẻ 4000 - 16000 trứng,Tất cả,Sau giao hợp giun đực chết,Đời sống kéo dài 2 tháng,,B,"Giun kim có đặc điểm đẻ số lượng trứng lớn, giun đực chết sau giao hợp, và đời sống khoảng 2 tháng."
Chuong3-5-cau338,338 . Chu kì giun kim không có đặc điểm,"Ấu trùng xâm nhập vào cơ thể chu du qua gan, tim, phổi",Con cái ra hậu môn đẻ trứng,Đơn giản,Có khả năng tự nhiễm,Sau đẻ con cái chế,A,"Ấu trùng giun kim không có giai đoạn chu du qua gan, tim, phổi."
Chuong3-5-cau339,339 . Chu kỳ ngược dòng là đặc trưng của loại giun nào sau đây KIM,E vermicularis,A lumbricoides,A duodenale,T trichiura,N americanus,A,Chu kỳ ngược dòng (retroinfection) là cơ chế lây nhiễm đặc trưng của E. vermicularis (Giun kim).
Chuong3-5-cau340,340 .Loài giun có khả năng tăng sinh trong lòng ruột khi gặp điều kiện thuận lợi là KIM,N americanus,E vermicularis,A duodenale,A lumbricoides,T trichiura,B,E. vermicularis (Giun kim) có khả năng tự nhiễm (tăng sinh) thông qua chu kỳ ngược dòng.
Chuong3-5-cau341,341 . Giun kim không gây tác hại nào sau đây,Rối loạn thần kinh,Rối loạn sinh dục,Rối loạn tiêu hóa,Thiếu máu,Viêm ruột thừa,D,"Giun kim không gây thiếu máu vì không hút máu, chỉ bám vào niêm mạc ruột."
Chuong3-5-cau342,342 .Giun kim có thể gây tác hại,Chậm lớn,Tất cả,Bụng to,Chán ăn,Trẻ gầy yếu,B,"Giun kim gây rối loạn tiêu hóa, mất ngủ do ngứa, dẫn đến chán ăn, gầy yếu, và chậm lớn."
Chuong3-5-cau343,343 . Phương pháp xét nghiệm để chẩn đoán bệnh giun kim là,Trực tiếp,Kato - Kart,Willis,Kato,Giấy bóng kính,E,Phương pháp Giấy bóng kính dính (Graham) là kỹ thuật chính xác nhất để chẩn đoán trứng giun kim.
Chuong3-5-cau344,344 .Phương pháp để phòng chống bệnh giun kim là,Vệ sinh cá nhân,Dùng thuốc tẩy giun,Vệ sinh môi trường,Kết hợp thuốc và vệ sinh cá nhân,"Kết hợp dùng thuốc tẩy giun, vệ sinh môi trường và vệ sinh cá nhân",E,"Phòng chống giun kim hiệu quả nhất là kết hợp điều trị bằng thuốc, vệ sinh cá nhân và vệ sinh môi trường."
