id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-2-cau11,11.Trong điều trị giun tóc có thể dùng thuốc.,Quinin.,Diethyl Carbamazine.,Albendazole.,Yomesan,Fansidar,C,Albendazole là thuốc được dùng để điều trị bệnh giun tóc.
Chuong3-2-cau12,12. Thức ăn của giun tóc là.,Dưỡng chất trong ruột. B. Máu. C. Bạch huyết.,Máu.,Bạch huyết.,Mật.,Tinh bột.,B,Giun tóc sử dụng máu của ký chủ làm thức ăn.
Chuong3-2-cau13,"13. Phòng bệnh giun tóc cần làm những điều nầy, ngoại trừ.",Không ăn thịt bò tái.,"Rữa tay trước khi ăn, sau khi đi cầu.",Không ăn rau sống.,Không phóng uế bừa bãi.,Tiêu diệt ruồi.,A,"Không ăn thịt bò tái là biện pháp phòng bệnh sán, không phải giun tóc (lây qua trứng)."
Chuong3-2-cau14,14. Số lượng máu giun tóc hút hằng ngày.,"0,02ml/con/ngày.","0,12ml/con/ngày.","0,2ml/con/ngày","0,05ml/con/ngày","0,005ml/con/ngày.",D,[Không tìm thấy]
Chuong3-2-cau15,15. Vị trí ký sinh bình thường của giun tóc là.,Dạ dày,Tá tràng,Hổng tràng,Hồi tràng,Manh tràng,E,Giun tóc ký sinh bình thường chủ yếu ở Manh tràng (đầu Ruột già).
Chuong3-2-cau16,16. Thời gian từ lúc người nuốt trừng giun tóc đến lúc phát triễn thành giun trưởng thành trong ruột là.,60-75 ngày,55-60 ngày,30-45 ngày,20-25 ngày,Khoảng 2 tuần,C,Thời gian phát triển từ trứng gây nhiễm đến giun trưởng thành khoảng 30–45 ngày.
Chuong3-2-cau17,17. Người bị nhiễm giun tóc ít tháng không gây triệu chứng nhưng trường hợp nặng có thể có triệu chứng . - Thiếu máu nhược sắt - Tiêu chảy giống lỵ - Sa trực tràng,Đúng,Sai,,,,A,"Nhiễm giun tóc nặng có thể gây thiếu máu nhược sắt, hội chứng lỵ và sa trực tràng."
Chuong3-2-cau18,18. Trong cơ thể người giun tóc có chu kỳ phát triển giống giun móc nhưng giun tóc không sống ở tá tràng mà chỉ sống ở đại tràng.,Đúng,sai,,,,B,"Chu kỳ phát triển của giun tóc (trực tiếp, nuốt trứng) khác với giun móc (xuyên da)."
Chuong3-2-cau19,19. Giun đũa và giun tóc có cách phòng bệnh giống nhau.,Đúng,sai,,,,A,"Cả hai loại giun đều lây nhiễm qua trứng từ đất, nên cách phòng bệnh tương tự nhau."
Chuong3-2-cau20,20. Giun tóc có thể gây chết người .,Đúng,sai,,,,A,Nhiễm giun tóc nặng gây thiếu máu và suy dinh dưỡng nghiêm trọng có thể dẫn đến tử vong.
Chuong3-2-cau21,21. Nhiệt độ thích hợp nhất để trứng giun tóc phát triển đến giai đoạn có ấu trùng là.,Nhiệt độ từ 100C -150C,Nhiệt độ từ 150C -200C,C.Nhiệt độ từ 200C -250C,D.Nhiệt độ từ 250C -300C,E.Nhiệt độ từ 300C -350C,D,Nhiệt độ tối ưu cho trứng giun tóc phát triển là 25–30 độ C (nóng ẩm).
Chuong3-2-cau22,22. Khả năng chịu đựng với ở môi trường bên ngoài của trứng giun tóc có ấu trùng giống như trứng giun tóc chưa có ấu trùng,Đúng,Sai,,,,B,Khả năng chịu đựng có thể khác nhau tùy thuộc vào giai đoạn phát triển bên trong trứng.
Chuong3-2-cau23,23. Tỷ lệ người bị bệnh giun tóc ở đồng bằng cao hơn ở miền núi,Đúng,Sai,,,,B,Tỷ lệ nhiễm giun tóc thường cao hơn ở miền núi/nông thôn do điều kiện vệ sinh kém.
Chuong3-2-cau24,"24. Ở ngoại cảnh, thời gian cần thiết để trừng giun tóc phát triễn tới giai đoạn có ấu trùng (khoảng 90%) là.",5 - 10 ngày,11-16 ngày,17 - 30 ngày,40-50 ngày,> 50 ngày,C,Trứng giun tóc cần khoảng 17-30 ngày ở ngoại cảnh để phát triển thành trứng gây nhiễm.
Chuong3-2-cau25,"25. ăn rau sống, người ta có thể nhiễm các ký sinh trùng sau, ngoại trừ.",Giun đũa,Amip lỵ,Giardia lamblia,Trichomonas Vaginalis,Giun tóc,D,"Trichomonas vaginalis là ký sinh trùng đường niệu sinh dục, không lây qua rau sống."
Chuong3-2-cau26,26. Tỷ lệ nhiễm giun tóc ở trẻ em cao hơn ở người lớn,Đúng,Sai,,,,A,Tỷ lệ nhiễm giun tóc ở trẻ em thường cao hơn người lớn.
Chuong3-2-cau27,27. Ngoài vị trí ký sinh ở đại tràng giun tóc cũng có thể ký sinh ở trực tràng,Đúng,Sai,,,,A,Giun tóc ký sinh chính ở manh tràng (đại tràng) và có thể lan xuống trực tràng khi nhiễm nặng.
Chuong3-2-cau28,28. Tuổi thọ của giun tóc trong cơ thể là.,Trên 20 năm,Từ 10 - 15 năm,Từ 4 - 5 năm,Từ 5 - 6 năm,1 năm,D,Tuổi thọ của giun tóc là khoảng 5–6 năm.
Chuong3-2-cau29,"29. Phần đầu mảnh như sợi tóc, phần đuôi phình to, đó là đặc trưng của.",Giun kim,Giun đũa,Giun tóc,Giun móc,Trichomonas,C,Đặc điểm hình thể này là của Giun tóc (Trichuris trichiura).
Chuong3-2-cau30,30. Yếu tố quan trọng nhất ảnh huởng đến tỷ lệ nhiễm giun tóc ở nước ta,Dùng phân bắc chưa ủ kỷ bón hoa màu,Cường độ nắng,Số giờ nắng,Độ ẩm của đất,Vệ sinh cá nhân.,A,Dùng phân bắc chưa ủ kỹ bón hoa màu là nguồn lây nhiễm trứng giun tóc quan trọng nhất.
Chuong3-2-cau206,206. Trứng giun tóc (Trichuris trichiura) có đặc điểm,"Hình bầu dục,vỏ mỏng, bên trong trứng phôi bào phân chia nhiều thùy","Hình cầu, vỏ dày có tia","Hình giống như trái cau, vỏ dày, hai đầu có nút nhày rất chiết quang","Hình bầu dục, hơi lép một beb6, bên trong có sẵn ấu trùng",,C,"Trứng giun tóc có hình giống như trái cau, vỏ dày, hai đầu có nút nhầy."
Chuong3-2-cau207,207. Giun tóc(Trichuris trichiura) trưởng thành có hình dạng,"Giống như sợi tóc, thon dài, mảnh",Giống như sợi chỉ rối,"Giống như cái roi của người luyện vỏ, phần đuôi to, phần đầu nhỏ","Giống như cái roi, phần đầu to, phần đuôi nhỏ",,C,"Giun tóc có phần đầu mảnh và phần đuôi to, giống hình cái roi."
Chuong3-2-cau208,"208. Khi nhiễm nhiều giun tóc (Trichuris trichiura), triệu chứng lâm sàng thường thấy",Đau bụng và có cảm giác nóng rát ở thượng vị,Tiêu chảy giống lỵ,Sa trực tràng,Ói ra giun,,B,Nhiễm giun tóc nặng thường gây hội chứng giống lỵ (tiêu chảy).
Chuong3-2-cau209,209. Phát hiện người nhiễm giun tóc (Trichuris trichiura) nhờ vào,Người bệnh có biểu hiện hội chứng lỵ trên lâm sàng,Người bệnh có biểu hiện thiếu máu,Xét nghiệm phân thấy trứng trong phân,"Tất cả A, B và C",,C,Chẩn đoán xác định bệnh giun tóc dựa vào xét nghiệm phân tìm thấy trứng.
Chuong3-2-cau210,210. Người bị nhiễmgiun tóc (Trichuris trichiura) do,Nuốt phải trứng giun mới đẻ có trong nước uống,Nuốt phải trứng giun còn đủ 2 nút nhày,Nuốt phải trứng giun đã có ấu trùng trong trứng,"Tất cả A, B và C",,C,Lây nhiễm giun tóc xảy ra khi nuốt phải trứng giun đã có ấu trùng (trứng gây nhiễm).
Chuong3-2-cau211,211. Trứng Trichuris trichiura có đặc điểm,"Hình bầu dục, vỏ dày, xù xì, bên ngoài là lớp albumin","Hình cầu, vỏ dày, có tia","Hình bầu dục, hơi lép một bên, bên trong có sẵn ấu trùng","Hình giống như trái cau, vỏ dày, hai đầu có nú",,D,"Trứng giun tóc có hình giống trái cau, vỏ dày, hai đầu có nút nhầy."
Chuong3-2-cau212,212. Trichuris trichiura trưởng thành có dạng,"Giống như sợi tóc, thon dài, mảnh",Giống như sợi chỉ rối,"Giống như cái roi của người luyện võ, phần đuôi to, phần đầu nhỏ","Giống như cái roi, phần đầu to, phần đuôi nhỏ",,C,"Giun tóc có hình dạng giống cái roi, với phần đầu mảnh và phần đuôi to."
Chuong3-2-cau213,"213. Khi nhiễm nhiều Trichuris trichiura, triệu chứng lâm sàng thường thấy",Đau bụng và có cảm giác nóng rát ở vùng thượng vị,Tiêu chảy giống lỵ,Sa trực tràng,Đau vùng hố chậu phải do giun chui ruột thừa.,,B,Nhiễm giun tóc nặng thường gây tiêu chảy giống lỵ.
Chuong3-2-cau214,214. Phát hiện người nhiễm Trichuris trichiura ở mức độ nhẹ nhờ vào.,Người bệnh có biểu hiện hội chứng lỵ trên lâm sàng,Xét nghiệm máu thấy bạch cầu toan tính tăng cao,Tình cờ xét nghiệm phân kiểm tra sức khoẻ thấy trứng trong phân,Người bệnh có biểu hiện thiếu máu,,C,Nhiễm nhẹ giun tóc được phát hiện tình cờ qua xét nghiệm phân tìm trứng.
Chuong3-2-cau215,215. Chẩn đoán xác định người bệnh Trichuris trichiura dựa vào.,"Xét nghiệm máu thấy hồng cầu giảm, bạch cầu toan tính tăng.",Xét nghiệm phân bằng kỹ thuật trực tiếp và phong phú.,Xét nghiệm phân bằng kỹ thuật trực tiếp và phong phú.,Cấy phân bằng kỹ thuật cấy trên giấy thấm,,B,Chẩn đoán xác định bằng cách xét nghiệm phân tìm thấy trứng giun tóc (kỹ thuật trực tiếp và phong phú).
Chuong3-2-cau216,216. Người bị nhiễm Trichuris trichiura do.,Nuốt phải ấu trùng có trong rau sống,Nuốt phải trứng giun mới đẻ có trong nước uống,Nuốt phải trứng giun còn đủ 2 nút nhầy,Nuốt phải trứng giun đã có ấu trùng trong trứng,,D,Lây nhiễm giun tóc do nuốt phải trứng giun đã có ấu trùng.
Chuong3-2-cau217,217. Loại giun sán nào có chu kỳ phát triển theo sơ đồ sau.,Giun đũa,Giun móc,Giun tóc,Sán lá,,C,[Không tìm thấy]
Chuong3-2-cau218,218. Đường xâm nhập của giun tóc vào cơ thể là.,Đường tiêu hoá,Da,Máu,Hô hấp,,A,Giun tóc xâm nhập qua đường tiêu hoá.
Chuong3-2-cau219,219. Giun tóc trửơng thành ký sinh ở.,Ruột già,Ruột non,Đường mật,Đường bạch huyết,,A,Giun tóc trưởng thành ký sinh ở Ruột già (manh tràng).
Chuong3-2-cau220,220. Người bị nhiễm giun tóc có thể do.,Ăn tôm cua sống,Ăn thịt lợn tái,Ăn cá gỏi,"Ăn rau sống, trái cây",,D,"Nhiễm giun tóc do nuốt phải trứng gây nhiễm có trong rau sống, trái cây."
Chuong3-2-cau221,221. Giun tóc có chu kỳ thuộc kiểu chu kỳ.,Đơn giản,Phức tạp,Phải có điều kiện yếm khí,Cần môi trường nước,,A,Giun tóc có chu kỳ trực tiếp (đơn giản).
Chuong3-2-cau222,222. Trong điều trị giun tóc có thể dùng thuốc.,Quinin,Diethyl Carbamazine,Albendazole,Yomesan,,C,Albendazole là thuốc được dùng để điều trị bệnh giun tóc.
Chuong3-2-cau223,223. Thức ăn của giun tóc là.,Dưỡng chất trong ruột,Máu,Bạch huyết,Mật,,B,Thức ăn chính của giun tóc là máu của ký chủ.
Chuong3-2-cau224,"224. Phòng bệnh giun tóc cần làm những điều nầy, ngoại trừ.",Không ăn thịt bò tái,"Rữa tay trước khi ăn, sau khi đi cầu",Không ăn rau sống,Không phóng uế bừa bãi,,A,"Không ăn thịt bò tái là biện pháp phòng sán, không phải giun tóc."
Chuong3-2-cau225,225. Số lượng máu giun tóc hút hằng ngày.,"0,12ml/con/ngày","0,2ml/con/ngày","0,05ml/con/ngày","0,005ml/con/ngày.",,D,[Không tìm thấy]
Chuong3-2-cau226,226. Vị trí ký sinh bình thường của giun tóc là.,Tá tràng,Hổng tràng,Hồi tràng,Manh tràng,,D,Giun tóc ký sinh bình thường chủ yếu ở Manh tràng.
Chuong3-2-cau227,227. Thời gian từ lúc người nuốt trừng giun tóc đến lúc phát triễn thành giun trưởng thành trong ruột là.,60-75 ngày,55-60 ngày,30-45 ngày,20-25 ngày,,C,Thời gian phát triển từ trứng gây nhiễm đến giun trưởng thành khoảng 30–45 ngày.
Chuong3-2-cau228,228. Người bị nhiễm giun tóc ít tháng không gây triệu chứng nhưng trường hợp nặng có thể có triệu chứng . – Thiếu máu nhược sắt – Tiêu chảy giống lỵ – Sa trực tràng,Đúng,Sai,,,,A,"Nhiễm giun tóc nặng có thể gây thiếu máu, hội chứng lỵ và sa trực tràng."
Chuong3-2-cau229,229. Trong cơ thể người giun tóc có chu kỳ phát triển giống giun móc nhưng giun tóc không sống ở tá tràng mà chỉ sống ở đại tràng,Đúng,sai,,,,B,Chu kỳ phát triển của giun tóc (trực tiếp) khác giun móc (xuyên da).
Chuong3-2-cau230,230. Giun đũa và giun tóc có cách phòng bệnh giống nhau,Đúng,sai,,,,A,"Cả hai loại giun đều lây nhiễm qua trứng từ đất, nên cách phòng bệnh tương tự nhau."
Chuong3-2-cau231,231. Giun tóc có thể gây chết người,Đúng,sai,,,,A,Nhiễm giun tóc nặng có thể gây tử vong.
Chuong3-2-cau232,232. Nhiệt độ thích hợp nhất để trứng giun tóc phát triển đến giai đoạn có ấu trùng là.,Nhiệt độ từ 10°C – 15°C,Nhiệt độ từ 15°C – 20°C,Nhiệt độ từ 20°C – 25°C,Nhiệt độ từ 25°C – 30°C,,D,Nhiệt độ tối ưu cho trứng giun tóc phát triển là 25–30 độ C.
Chuong3-2-cau233,233. Khả năng chịu đựng với ở môi trường bên ngoài của trứng giun tóc có ấu trùng giống như trứng giun tóc chưa có ấu trùng,Đúng,Sai,,,,B,Khả năng chịu đựng có thể khác nhau tùy thuộc vào giai đoạn phát triển bên trong trứng.
Chuong3-2-cau234,234. Tỷ lệ người bị bệnh giun tóc ở đồng bằng cao hơn ở miền núi,Đúng,Sai,,,,B,Tỷ lệ nhiễm giun tóc thường cao hơn ở miền núi/nông thôn.
Chuong3-2-cau235,"235. Ở ngoại cảnh, thời gian cần thiết để trứng giun tóc phát triển tới giai đoạn có ấu trùng (khoảng 90%) là.",5 – 10 ngày,11-16 ngày,17 – 30 ngày,40-50 ngày,,C,Trứng giun tóc cần khoảng 17-30 ngày ở ngoại cảnh để phát triển thành trứng gây nhiễm.
Chuong3-2-cau236,236. Tỷ lệ nhiễm giun tóc ở trẻ em cao hơn ở người lớn,Đúng,Sai,,,,A,Tỷ lệ nhiễm giun tóc ở trẻ em cao hơn người lớn.
Chuong3-2-cau237,237. Ngoài vị trí ký sinh ở đại tràng giun tóc cũng có thể ký sinh ở trực tràng,Đúng,Sai,,,,A,Giun tóc có thể ký sinh ở trực tràng khi nhiễm nặng.
Chuong3-2-cau238,238. Tuổi thọ của giun tóc trong cơ thể là.,Trên 20 năm,Từ 10 – 15 năm,Từ 4 – 5 năm,Từ 5 – 6 năm,,C,Tuổi thọ của giun tóc là khoảng 4–5 năm.
Chuong3-2-cau239,"239. Phần đầu mảnh như sợi tóc, phần đuôi phình to, đó là đặc trưng của.",Giun kim,Giun đũa,Giun tóc,Giun móc,,C,Hình thể đặc trưng là của Giun tóc (Trichuris trichiura).
Chuong3-2-cau240,240. Yếu tố quan trọng nhất ảnh hưởng đến tỷ lệ nhiễm giun tóc ở nước ta,Dùng phân bắc chưa ủ kỹ bón hoa màu,Cường độ nắng,Số giờ nắng,Độ ẩm của đất,,A,Dùng phân bắc chưa ủ kỹ bón hoa màu là nguồn lây nhiễm trứng giun tóc quan trọng nhất.
Chuong3-2-cau241,241. Trứng Trichuris trichiura có đặc điểm. GIUN TÓC,"Hình bầu dục, có vỏ mỏng, bên trong phôi bào phân chia nhiều thuỳ.","Hình bầu dục, vỏ dày, xù xì, bên ngoài là lớp albumin.","Hình cầu, vỏ dày, có tia.","Hình bầu dục, hơi lép một bên, bên trong có sẵn ấu trùng.","Hình giống như trái cau, vỏ dày, hai đầu có nút.",E,"Trứng giun tóc có hình giống như trái cau, vỏ dày, hai đầu có nút nhầy."
Chuong3-2-cau242,242. Trichuris trichiura trưởng thành có dạng. TÓC,"Giống như sợi tóc, thon dài, mảnh.",Giống như sợi chỉ rối.,"Giống như cái roi của người luyện võ, phần đuôi to, phần đầu nhỏ.","Giống như cái roi, phần đầu to, phần đuôi nhỏ.",Giống như cái kim may với phần đuôi nhọn như mũi kim.,C,"Giun tóc có hình dạng giống cái roi, với phần đầu mảnh và phần đuôi to."
Chuong3-2-cau243,"243. Khi nhiễm nhiều Trichuris trichiura, triệu chứng lâm sàng thường thấy. TÓC",Đau bụng và có cảm giác nóng rát ở vùng thượng vị.,Tiêu chảy giống lỵ.,Sa trực tràng.,Đau vùng hố chậu phải do giun chui ruột thừa.,Ói ra giun.,B,Triệu chứng lâm sàng thường thấy khi nhiễm nặng là tiêu chảy giống lỵ.
Chuong3-2-cau244,244. Phát hiện người nhiễm Trichuris trichiura ở mức độ nhẹ nhờ vào. TÓC,Người bệnh có biểu hiện hội chứng lỵ trên lâm sàng.,Xét nghiệm máu thấy bạch cầu toan tính tăng cao.,Tình cờ xét nghiệm phân kiểm tra sức khoẻ thấy trứng trong phân.,Người bệnh có biểu hiện thiếu máu.,Người bệnh có biểu hiện sa trực tràng.,C,Nhiễm nhẹ giun tóc được phát hiện tình cờ qua xét nghiệm phân tìm trứng.
Chuong3-2-cau245,245. Chẩn đoán xác định người bệnh Trichuris trichiura dựa vào.,"Xét nghiệm máu thấy hồng cầu giảm, bạch cầu toan tính tăng.",Xét nghiệm phân bằng kỹ thuật trực tiếp và phong phú,Xét nghiệm phân bằng kỹ thuật Graham.,Cấy phân bằng kỹ thuật cấy trên giấy thấm.,Đau bụng và tiêu chảy giống lỵ.,B,Chẩn đoán xác định dựa vào xét nghiệm phân tìm trứng bằng kỹ thuật trực tiếp và phong phú.
Chuong3-2-cau246,246. Người bị nhiễm Trichuris trichiura do.,Nuốt phải ấu trùng có trong rau sống.,Nuốt phải trứng giun mới đẻ có trong nước uống.,Nuốt phải trứng giun còn đủ 2 nút nhầy.,Nuốt phải trứng giun đã có ấu trùng trong trứng.,Nuốt phải trứng giun đã thụ tinh.,D,Lây nhiễm giun tóc do nuốt phải trứng giun đã có ấu trùng (trứng gây nhiễm).
Chuong3-2-cau247,247. Đường xâm nhập của giun tóc vào cơ thể là.,Đường tiêu hoá.,Da.,Máu,Hô hấp,Sinh dục,A,Giun tóc xâm nhập qua đường tiêu hoá (nuốt trứng).
Chuong3-2-cau248,248. Giun tóc trưởng thành ký sinh ở.,Ruột già,Ruột non,Đường mật,Đường bạch huyết,Tá tràng.,A,Giun tóc trưởng thành ký sinh ở Ruột già (manh tràng).
Chuong3-2-cau249,249. Người bị nhiễm giun tóc có thể do.,Ăn thịt bò tái.,Ăn tôm cua sống,Ăn thịt lợn tái.,Ăn cá gỏi.,"Ăn rau sống, trái cây.",E,"Nhiễm giun tóc do nuốt phải trứng gây nhiễm có trong rau sống, trái cây."
Chuong3-2-cau250,250. Ấu trùng có giai đoạn không chu du trong cơ thể vật chủ .1. A.lumbricoides (đũa)2. T. trichiura (tóc)3. A.duodenale (giun móc)4. W.bancrofti (chỉ) 5. E. vermicularis ( kim) TÓC,A. A.12,B. C.24,C. D.25,D. B.23,,C,Giun tóc (2) và Giun kim (5) là hai loại giun ruột không có giai đoạn chu du qua gan/phổi.
Chuong3-2-cau251,251. Loại giun lây nhiễm vào người không phải thể ấu trùng.1. A.duodenale (giun móc)2. T. trichiura (tóc)3. A.lumbricoides (đũa)4. W.bancrofti (chỉ)5. E. vermicularis ( kim) TÓC,A. A.123,B. B.234,C. C.235,D. D.125,,C,"Giun tóc, giun đũa và giun kim lây nhiễm qua đường tiêu hóa dưới dạng trứng đã có ấu trùng bên trong (thể trứng)."
Chuong3-2-cau252,252 . Ấu trùng loại giun không có giai đoạn phát triển ở ngoại cảnh rồi vào người.1. A.duodenale (giun móc)2. N.americanus ( giun mỏ)3. T. trichiura (tóc)4. A.lumbricoides (đũa)5. W.bancrofti (chỉ) TÓC,A. A.123,B. B.345,C. C.235,D. D.134,,[Không tìm thấy],[Không tìm thấy]
Chuong3-2-cau253,253 .Hình thể giun tóc (T.t) cái trưởng thành.1. cơ thể chia hai phần rõ rệt 2. dài 30-45mm3. đuôi thẳng 4.màu trắng hoặc hồng 5. nhỏ hơn con đực,D.134,B.345,C.235,A.125,,D,"Hình thể giun cái có đặc điểm cơ thể chia hai phần rõ rệt (1), có đuôi thẳng (3) và màu trắng/hồng (4)."
Chuong3-2-cau254,"254 . (1 đáp án)Hinh thể giun tóc (T.t) trưởng thành có đặc điểm.1. là loại giun có kích thước nhỏ2. phần đầu nhỏ như sợi tóc, phần đuôi phình to ra3. tỷ lệ đuôi so với toàn bộ thân là ¾4. đuôi con đực thẳng và đuôi con cái cong về phía bụng5. màu đỏ",D.134,A.123,C.245,B.345,348,[Không tìm thấy],[Không tìm thấy]
Chuong3-2-cau255,255 . Vị trí kí sinh chủ yếu của giun tóc trưởng thành trong cơ thể người là,Đại tràng sigma,Đại tràng ngang,Đại tràng xuống,Đại tràng lên,Manh tràng,E,Giun tóc trưởng thành ký sinh chủ yếu ở Manh tràng (đầu Ruột già).
Chuong3-2-cau256,256 . Giun tóc lây nhiễm vào cơ thể người qua đường,Máu,Hô hấp,Tiêu hóa,Tự nhiễm,"Da, niêm mạc",C,Giun tóc lây nhiễm qua đường tiêu hóa (nuốt trứng).
Chuong3-2-cau257,257 .Không chu du qua các cơ quan nội tạng của cơ thể người là ấu trùng của TÓC,Cả A lumbricoides và A duodenale,N americanus,A duodenale,A lumbricoides,T trichiura,E,"Ấu trùng giun tóc (T. trichiura) không chu du qua các cơ quan nội tạng (gan, phổi) như các loại giun khác."
Chuong3-2-cau258,258 . Trứng giun tóc sau khi vào cơ thể người nở thành ấu trùng rồi tiếp tục,"Đi qua gan, tim phổi rồi xuống vị trí ký sinh",Xuống ruột non để phát triển thành thể trưởng thành,Xuống tá tràng để phát triển thành thể trưởng thành,Xuống manh tràng để phát triển thành thể trưởng thành,"Đi qua tim, phổi rồi xuống vị trí ký sinh",D,Ấu trùng giun tóc sẽ di chuyển và cắm vào manh tràng để phát triển thành giun trưởng thành.
Chuong3-2-cau259,259 . Giun tóc có thể gây nên tác hại và biến chứng,Tất cả,Thiếu máu,Viêm ruột thừa,83,Kích thích đại tràng gây hội chứng giống lỵ,A,"Giun tóc có thể gây thiếu máu, viêm ruột thừa, kích thích đại tràng gây hội chứng giống lỵ và dị ứng."
Chuong3-2-cau260,260 . Phương pháp xét nghiệm không sử dụng trong CĐXĐ bệnh giun tóc là,Kato - Kart,Willis,Giấy bóng kính,Kato,Trực tiếp,B,Kỹ thuật Willis (trứng nổi) không được sử dụng để chẩn đoán trứng giun tóc (trứng chìm).
Chuong3-2-cau261,261 . Chu kỳ giun tóc có đặc điểm.,Cần 1 vật chủ trung gian,Phát triển trực tiếp từ người bệnh sang người lanh,Phải qua giai đoạn phát triển ở ngoại cảnh,Không cần phải qua gđ phát triển ở ngoại cảnh,Cần 2 vật chủ trung gian,C,"Chu kỳ giun tóc là chu kỳ trực tiếp, nhưng trứng cần phát triển ở ngoại cảnh để trở thành trứng gây nhiễm."
