id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong2-5-cau182,182. Các yếu tố nào quan trọng khi quyết định điều trị bệnh sốt rét,MẬT ĐỘ KST sốt rét trong máu và loại KST sốt rét gây bệnh,Mức độ nghiêm trọng của bệnh cách làm sàng.,Vùng địa lý nơi mà bệnh nhân bị nhiễm,"Cả A, B và C",,D,[Không tìm thấy]
Chuong2-5-cau183,183. Đơn bào Toxoplatma gondii bao gồm các thế,The hoat dong,Thế bào nang và trứng năng,Thế bào tử,Tất cả A và B,,D,[Không tìm thấy]
Chuong2-5-cau184,184. Thể hoạt động của Toxoplasma gondi có dạng,Hình làm,Hình cầu,Hình bầu dục,Cá B và C.,,A,[Không tìm thấy]
Chuong2-5-cau185,185. Trứng năng của Toxoplasma gondii chứa,2 bào tử nang,3 bào tử nang,4 bào tử nang,1 bào tử nang,,A,[Không tìm thấy]
Chuong2-5-cau186,186. Chu trình phát triển của Toxoplasma gondii bao gồm.,Chu trình đầy đủ,Chu trình không đầy đủ,Chu trình đầy đủ và không đầy đủ,Chu trình sinh sản vô tính,,C,[Không tìm thấy]
Chuong2-5-cau187,187. Chú trinh phát triển đầy đủ của Toxoplasma gondii chỉ xảy ra ở,Cho,Lon,Mèo,Người,,C,[Không tìm thấy]
Chuong2-5-cau188,188. Chu trình phát triển không đầy đủ của Toxoplasma gondii xảy ra ở,A,Nguol,C,Nhiều loài động vật hữu nhà khác.,,D,[Không tìm thấy]
Chuong2-5-cau189,189. Đơn bào Toxoplasma gondin,Có tính đặc hiệu hẹp.,Kỳ chủ chính là người,Chỉ do mèo truyền,Tác nhân gây nhiễm là trung nang,,D,[Không tìm thấy]
Chuong2-5-cau190,190. Nhiễm Toxoplasma gondii do,Nuốt phải trung năng trong thực phẩm bị ô nhiễm,"Ấn cá sống, nem chua nhiễm báo năng",Truyền máu,"Tất cả A, B và C.",,D,[Không tìm thấy]
Chuong2-5-cau191,191. Tác hại của Towopissma gondii trên thai nhi nặng nhất vào,Đầu thai kỳ,Giữa thai kỳ,Cuối thời kỳ,I suốt có thai kỳ,,A,[Không tìm thấy]
Chuong2-5-cau192,192. Bệnh do Toxoplasma gondi được quan tâm do,Rất phổ biến,Có thể phát thành dịch,Gây thi trời nóng cho phụ nữ trong la tuổi sinh để,Gây bệnh nặng cho thai nhi,Không có thuốc đặc trị,D,[Không tìm thấy]
Chuong2-5-cau193,"193. Ở người lớn bị bệnh Toxoplatima gondii, người ta có thể quan sát thấy","sốt, nổi hạch, viêm hắc vòng mục.",Những rối loạn và thần kinh,Không có triệu chứng nào,"Cả A, B và C",,D,[Không tìm thấy]
Chuong2-5-cau194,194. Chẩn đoán huyết thanh bệnh Toxoplasma bẩm sinh sau khi đứa trẻ sinh ra được xác định bằng,Phát hiện lgM đặc hiệu,Tỷ lệ gã đặc hiệu cao,IgC đặc hiệu tồn tại kéo dài sau 9 tháng,A và C,,D,[Không tìm thấy]
Chuong2-5-cau195,"195 . kết quả thử máu lần đầu của 1 ng phụ nữ đi khám thai định kỳ cho thấy IgG(+) , IgM(+) .",đã bị nhiễm toxoplasma gondii,xét nghiệm lại sau 3 tuần,không cần theo dõi,a và b,,D,[Không tìm thấy]
Chuong2-5-cau196,196. Diễn tiến tự nhiên của bệnh sốt rét do Plasmodium falciparum không bị tái nhiễm.,Sốt cơn nhiều ngày giảm dần rồi hết,Sốt kéo dài rồi dẫn đến tử vong,"Sốt từng đợt, tái phát từng đợt",Sốt giảm dần rồi khỏi nếu không có biến chứng,,D,[Không tìm thấy]
Chuong2-5-cau197,197. Diễn tiến tự nhiên của bệnh sốt rét do Plasmodium vivax và Plasmodium ovale không bị tái nhiễm.,Sốt cơn nhiều ngày giảm dần rồi hết,Sốt kéo dài rồi dẫn đến tử vong,"Sốt từng đợt tái phát từng đợt, thưa dần rồi khỏi",Sốt giảm dần rồi khỏi nếu không có biến chứng,,C,[Không tìm thấy]
Chuong2-5-cau198,198. Tiêu chuẩn chẩn đoán sốt rét nặng.,2% tổng số hồng cầu,3% tổng số hồng cầu,4% tổng số hồng cầu,>5% tổng số hồng cầu,,D,[Không tìm thấy]
Chuong2-5-cau199,199. Chẩn đoán sốt rét nặng có biến chứng do Plasmodium falciparum khi mật độ hồng cầu bị ký sinh chiếm.,<5% tổng số hồng cầu và có kèm theo suy cơ quan,3% tổng số hồng cầu và có kèm theo suy cơ quan,4% tổng số hồng cầu và có kèm theo suy cơ quan,5% tổng số hồng cầu và có kèm theo suy cơ quan,,A,[Không tìm thấy]
Chuong2-5-cau200,200. Lấy máu ở thời điểm nào xét nghiệm ký sinh trùng sốt rét đạt tỉ lệ (+) cao nhất?,Ngay đầu cơn sốt,Sau cơn sốt 1h,Giữa các cơn sốt,Trước cơn sốt 1h,,A,[Không tìm thấy]
Chuong2-5-cau201,201. Lấy máu ngoại biên ngoài cơn sốt để xét nghiệm ký sinh trùng sốt rét thường âm tính vì.,Mật độ ký sinh trùng thấp,Không có ký sinh trùng trong máu lúc này,Tiết trùng chưa xâm nhập vào hồng cầu,Ký sinh trùng còn qua non nhuộm Giemsa không bắt máu,,A,[Không tìm thấy]
Chuong2-5-cau202,202. Ý nghĩa công thức máu trong bệnh sốt rét.,Tăng bạch cầu đa nhân trung tính,Tăng bạch cầu ái toan,Hình ảnh thiếu máu,Tăng bạch cầu ái kiềm,,C,[Không tìm thấy]
Chuong2-5-cau203,203. Ý nghĩa xét nghiệm tủy xương trong bệnh sốt rét.,Tăng bạch cầu non phản ứng,Hình ảnh suy tủy,Xét nghiệm ký sinh trùng sốt rét (+) cao,Giảm sinh hồng cầu,,C,[Không tìm thấy]
Chuong2-5-cau204,204. Biện pháp nào phòng sốt rét hiệu quả nhất.,Phát hoang bụi rậm,Khai thông cống rãnh,Đừng cho muỗi đốt,Phun thuốc diệt muỗi,,C,[Không tìm thấy]
Chuong2-5-cau205,205. Để cắt đứt khâu trung gian truyền bệnh cán bộ ngành sốt rét cần làm gì để phòng bệnh hiệu quả lâu dài mà ổn định sinh thái?,Điều tra loài muỗi Anopheles truyền bệnh khu vực mình quản lý,Diệt muỗi hàng loạt theo định kỳ,Diệt ấu trùng tích cự bằng hóa chất,,,A,[Không tìm thấy]
Chuong2-5-cau206,206. Hiện tượng tái phát trong bệnh sốt rét do P.vivax và P.ovale.,Thể ngủ ở tế bào gan tiếp tục phát triển,Tiết trùng từ máu ký sinh trở lại tế bào gan,Tiết trùng ở tế bào gan ký sinh trở lại tế bào gan,Thể nhẫn ký sinh trở lại tế bào gan,,C,[Không tìm thấy]
Chuong2-5-cau207,207. Thể nào tiếp tục phát triển ở muỗi Anopheles?,Tư dưỡng non,Tư dưỡng già,Phân liệt,Giao bào,,D,[Không tìm thấy]
Chuong2-5-cau208,208. Sự phân bố bệnh sốt rét ở Việt Nam.,"Khu vực miền núi phía bắc, miền trung, miền nam chỉ có ven biển",Chỉ còn khu vực Tây Nguyên,Chỉ còn ở vùng Tây Bắc,Chỉ có ở miền trung và tây bắc,,A,[Không tìm thấy]
Chuong2-5-cau209,209. Thể nào của ký sinh trùng sốt rét mà muỗi truyền bệnh cho người.,Hợp tử,Trứng di động,Trứng nang,Thoa trùng,,D,[Không tìm thấy]
Chuong2-5-cau210,210. Thể nào gây cơn sốt trong bệnh sốt rét.,Tư dưỡng non,Tư dưỡng già,Phân liệt,Giao bào,,C,[Không tìm thấy]
Chuong2-5-cau211,211. Giống muỗi truyền được bệnh sốt rét.,Anopheles,Aedes,Culex,Mansonia,,A,[Không tìm thấy]
Chuong2-5-cau212,212. Chọn sai. Sốt rét được truyền qua.,Muỗi đốt,Truyền máu,Nhau thai,Vết trầy ở da,,D,[Không tìm thấy]
Chuong2-5-cau213,213. Đường truyền bệnh sốt rét phổ biến nhất là.,Tiêm chích ma túy,Truyền máu,Muỗi đốt,Qua nhau thai,,C,[Không tìm thấy]
Chuong2-5-cau214,"214. Những loài ký sinh trùng sốt rét có ở Việt Nam, ngoại trừ.",Plasmodium ovale,Plasmodium vivax,Plasmodium malariae,Plasmodium falciparum,,A,[Không tìm thấy]
Chuong2-5-cau215,215. Sự phân bố bệnh sốt rét trên thế giới.,Từ 30 vĩ độ nam đến 30 vĩ độ bắc,Từ 10 vĩ độ nam đến 10 vĩ độ bắc,Từ 20 vĩ độ nam đến 20 vĩ độ bắc,Từ 32 vĩ độ nam đến 60 vĩ độ bắc,,C,[Không tìm thấy]
Chuong2-5-cau216,216. Sự phân bố bệnh sốt rét ở Việt Nam.,"Khu vực miền núi phía bắc, miền trung, miền nam chỉ có ven biển",Chỉ còn khu vực Tây Nguyên,Chỉ còn ở vùng Tây Bắc,Chỉ có ở miền trung và tây bắc,,A,[Không tìm thấy]
Chuong2-5-cau217,"217. Nội dung tiền miễn nhiễm trong ký sinh trùng sốt rét, ngoại trừ.",Người ở trong vùng sốt rét lưu hành,Có ký sinh trùng sốt rét trong máu liên tục mật độ thấp,Được uống thuốc phòng sốt rét,Không bị bệnh sốt rét,,C,[Không tìm thấy]
Chuong2-5-cau218,218. Thời gian ủ bệnh của Plasmodium falciparum.,8-14 ngày,12-17 ngày,21-25 ngày,14 ngày,,A,[Không tìm thấy]
Chuong2-5-cau219,219. Thời gian ủ bệnh Plasmodium vivax.,21-35 ngày,8-14 ngày,12-17 ngày,14 ngày,,C,[Không tìm thấy]
Chuong2-5-cau220,220. Thời gian ủ bệnh của Plasmodium malariae.,21-25 ngày,8-14 ngày,12-17 ngày,Khoảng 14 ngày,,C,[Không tìm thấy]
Chuong2-5-cau221,221. Thời gian ủ bệnh của Plasmodium ovale.,21-25 ngày,8-14 ngày,12-17 ngày,Khoảng 14 ngày,,C,[Không tìm thấy]
Chuong2-5-cau222,222. Yếu tố nào không quyết định thời gian ủ bệnh của bệnh sốt rét.,Dân tộc,Loài ký sinh trùng sốt rét,Mức độ nhiễm,Sức đề kháng của cơ thể,,A,[Không tìm thấy]
Chuong2-5-cau223,223. Thời kỳ thời phát của bệnh sốt rét biểu hiện.,"Sốt, lạnh run vả mồ hôi","Sốt, vả mồ hôi, lạnh run","Lạnh run, sốt, vả mồ hôi",Sốt liên tục không thành cơn rõ rệt,,C,[Không tìm thấy]
Chuong2-5-cau224,224. Chu kỳ cơn sốt trong bệnh sốt rét do Plasmodium ovale là.,24h,36h,48h,72h,,C,[Không tìm thấy]
Chuong2-5-cau225,225. Chu kỳ cơn sốt trong bệnh sốt rét do Plasmodium malariae là.,24h,36h,48h,72h,,D,[Không tìm thấy]
Chuong2-5-cau226,226. Loài Anopheles truyền bệnh sốt rét ở vùng rừng núi Việt Nam là.,Anopheles sundaicus,Anopheles vagus,Anopheles tessellatus,Anopheles dirus,,D,[Không tìm thấy]
Chuong2-5-cau227,227. Loại muỗi truyền bệnh sốt rét tại vùng đồng bằng Việt Nam là.,Anopheles dirus,Anopheles minimus,Anopheles sundaicus,Anopheles stephensi,,B,[Không tìm thấy]
Chuong2-5-cau228,228. Loại muỗi nào có vai trò quan trọng trong việc truyền bệnh sốt rét tại Việt Nam.,Anopheles dirus,Culex,Aedes,Mansonia,,A,[Không tìm thấy]
Chuong2-5-cau229,229. Loài muỗi truyền sốt rét ở vùng đồng bằng ven biển Việt Nam.,Anopheles dirus.,Anopheles minimus,Anopheles sundaicus,Anopheles stephensi,Anopheles tessellatus.,C,[Không tìm thấy]
Chuong2-5-cau230,230. Đặc điểm sau đây không thấy ở muỗi Anopheles.,Ấu trùng nằm ngang mặt nước khi lên để thở.,Một số loài truyền bệnh sốt rét.,Con trưởng thành khi đậu thì ngực và bụng song song với vách đậu.,"Trứng đẻ rời rạc, có phao ở 2 bên.",Đa số con trưởng thành có vệt đen ở gân cánh.,C,[Không tìm thấy]
Chuong2-5-cau231,231. Bệnh sốt rét được truyền do muỗi.,Anopheles,Aedes,Culex,Mansonia,Toxorhynchite.,A,[Không tìm thấy]
Chuong2-5-cau232,232. Các bệnh truyền nhiễm chủ yếu do muỗi truyền là.,Bệnh sốt rét,Bệnh dengue,Bệnh viêm não Nhật Bản,Tất cả đáp án trên.,,A,[Không tìm thấy]
Chuong2-5-cau233,233. Muỗi Anopheles gây bệnh sốt rét vì.,Chúng mang mầm bệnh,Chúng hút máu người khiến máu bị nhiễm khuẩn,Có nước bọt giúp mầm bệnh lây từ muỗi sang người,Nước miếng của muỗi chứa mầm bệnh.,,B,[Không tìm thấy]
Chuong2-5-cau234,234. Bệnh sốt rét được truyền do muỗi.,Anopheles,Aedes,Culex,Mansonia,,A,[Không tìm thấy]
Chuong2-5-cau235,235. Loại KST SR nào thường gây biến dạng và làm hồng cầu trương to?,P.falciparum và P.ovale,P.vivax và P.falciparum,P.ovale và P.vivax,P.malariae và P.falciparum,,C,[Không tìm thấy]
Chuong2-5-cau236,236. Người nhiễm KST SR là do muỗi đốt người và truyền thể nào của KST SR?,Gametocyte,Sporozoite,Oocyst,Ookinete,,B,[Không tìm thấy]
Chuong2-5-cau237,"237. Khi hút máu người có KST SR, thể nào của KST SR có khả năng phát triển trong cơ thể muỗi Anopheles?",Schizonte,Trophozoite non,Trophozoite phát triển,Gametocyte,,D,[Không tìm thấy]
Chuong2-5-cau238,238. Cơn sốt rét điển hình có biểu hiện nào sau đây?,Sốt rét – Cơn co giật – Ra mồ hôi và hạ nhiệt,Sốt nóng – Cơn co giật – Ra mồ hôi và hạ nhiệt,Sốt nóng – Sốt rét – Ra mồ hôi và hạ nhiệt,Sốt rét – Sốt nóng – Ra mồ hôi và hạ nhiệt,,D,[Không tìm thấy]
Chuong2-5-cau239,239. Thời kỳ ủ bệnh của bệnh sốt rét tương ứng với giai đoạn phát triển nào của KST SR?,Thời kỳ phát triển trong tế bào gan,Trong vòng 2-3 chu kỳ hồng cầu đầu tiên,,,,A,[Không tìm thấy]
