id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-1-cau11,"11. Trong chu trình phát triển, khi ấu trùng Ascaris lumbricoides đến phổi, biểu hiện lâm sàng là.",Rối loạn tiêu hoá.,Rối loạn tuần hoàn.,Hội chứng Loeffler.,Hội chứng suy dinh dưỡng.,Hội chứng thiếu máu.,C,Ấu trùng giun đũa chu du đến phổi gây nên Hội chứng Loeffler.
Chuong3-1-cau12,12. Chẩn đoán chính xác người bị nhiễm bệnh Ascaris lumbricoides bằng.,Dựa vào dấu hiệu rối loạn tiêu hoá.,Biểu hiện sự tắc ruột.,Biểu hiện của hội chứng Loeffler.,Xét nghiệm phân tìm thấy trứng giun đũa trong phân.,Xét nghiệm máu tìm thấy bạch cầu toan tính tăng cao.,D,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm thấy trứng giun đũa.
Chuong3-1-cau13,13. Chẩn đoán xác định trên lâm sàng người bị nhiễm bệnh Ascaris lumbricoides khi.,Có biểu hiện rối loạn tiêu hoá.,Có biểu hiện của tắc ruột.,Người bệnh ói ra giun.,Có suy dinh dưỡng ở trẻ em.,"Ở trẻ em có bụng to, xanh xao.",C,Chẩn đoán xác định trên lâm sàng khi người bệnh ói ra giun.
Chuong3-1-cau14,"14. Trong phòng chống bệnh Ascaris lumbricoides , biện pháp không thực hiện là.",Giáo dục sử dụng hố xí hợp vệ sinh.,"Điều trị hàng loạt, đồng thời cho những người nhiễm giun",Ăn uống đúng vệ sinh.,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể.,Không dùng phân tươi trong canh tác,D,Điều trị chỉ có hiệu quả đối với giun trưởng thành; không dùng thuốc diệt giai đoạn ấu trùng trong cơ thể như một biện pháp phòng chống thường quy.
Chuong3-1-cau15,15. Người bị nhiễm giun đũa có thể do.,Ăn cá gỏi,Ăn tôm cua sống,Ăn thịt lợn tái,Ăn thịt bò tái,Ăn rau quả tươi không sạch,E,Nhiễm giun đũa do nuốt phải trứng có ấu trùng có trong rau quả tươi không sạch.
Chuong3-1-cau16,16. Đường xâm nhập của bệnh giun đũa vào cơ thể là.,Đường sinh dục,Đường hô hấp,"Đường da, niêm mạc",Đường máu,Đường tiêu hoá,E,Mầm bệnh giun đũa xâm nhập vào cơ thể qua đường tiêu hoá (nuốt trứng).
Chuong3-1-cau17,17.Giun đũa có chu kỳ thuộc kiểu.,Đơn giản,Phức tạp,Phải qua nhiều vật chủ trung gian,Phải có môi trường nước,Phải có điều kiện yếm khí,A,"Giun đũa có chu kỳ phát triển trực tiếp (đơn giản), không cần vật chủ trung gian."
Chuong3-1-cau18,18.Giun đũa trưởng thành ký sinh ở.,Ruột già,Đường dẫn mật,Hạch bạch huyết,Ruột non,Tá tràng,D,Giun đũa trưởng thành ký sinh ở ruột non.
Chuong3-1-cau19,19.Thức ăn của giun đũa trưởng thành trong cơ thể người là.,Sinh chất ở ruột (nhũ chấp),Dịch mật,Máu,Dịch bạch huyết,Sinh chất ở ruột và máu.,A,Giun đũa trưởng thành hấp thu trực tiếp sinh chất ở ruột (nhũ chấp) của ký chủ.
Chuong3-1-cau20,20.Muốn chẩn đoán xác định bệnh giun đũa ta phải.,Xét nghiệm máu,Xét nghiệm đờm,Xét nghiệm phân,Xét nghiệm dịch tá tràng,Xét nghiệm nước tiểu,C,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm trứng.
Chuong3-1-cau21,21.Trong chẩn đoán xét nghiệm giun đũa ta phải dùng kỷ thuật.,Xét nghiệm dịch tá tràng,Giấy bóng kính,Xét nghiệm phong phú KaTo.,Cấy phân,Chẩn đoán miễn dịch.,C,Kỹ thuật Kato-Katz (xét nghiệm phong phú KaTo) là kỹ thuật được sử dụng phổ biến trong chẩn đoán xét nghiệm giun đũa.
Chuong3-1-cau22,22.Bệnh giun đũa có tỷ lệ nhiễm cao ở.,Các nước có khí hậu lạnh,Các nước có nền kinh tế đang phát triển,Các nước có khí hậu khô nóng,Các nước có khí hậu nóng ẩm,địa phương chuyên về nghề hầm mỏ.,D,"Tỷ lệ nhiễm giun đũa cao ở các nước có khí hậu nóng ẩm, thuận lợi cho trứng phát triển."
Chuong3-1-cau23,23.Các cơ quan nội tạng của cơ thể mà ấu trùng giun đũa chu du ngoại trừ.,Gan,Phổi.,Thận.,Tim.,Ruột non.,C,"Ấu trùng giun đũa chu du qua Gan, Tim, Phổi, Ruột non; không chu du qua Thận."
Chuong3-1-cau24,24. Biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.,Suy dinh dưỡng.,Bán tắt ruột.,Viêm ruột thưà.,Rối loạn tiêu hoá.,Đau bụng giun.,B,Biểu hiện bán tắc ruột (tắc nghẽn ruột) thường cần can thiệp ngoại khoa.
Chuong3-1-cau25,25.Thứ tự các cơ quan nội tạng ở người mà ấu trùng giun đũa đi qua.,"Ruột, Gan, Tim, Phổi.","Ruột, Tim, Gan, Phổi.","Tim, Gan, Ruột, Phổi.","Tim, Gan, Phổi, Hầu.","Ruột, Tim, Phổi.",A,Ấu trùng giun đũa chu du theo thứ tự: Ruột (nở) -> Gan -> Tim -> Phổi.
Chuong3-1-cau26,"26. Trong chu trình phát triển, khi ấu trùng giun đũa đến phổi biểu hiện lâm sàng là.",Rối loạn tiêu hoá.,Rối loạn tuần hoàn.,Hội chứng Loeffler,Hội chứng suy dinh dưỡng.,Hội chứng thiếu máu.,C,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau27,27. Chẩn đoán chính xác người bị nhiễm giun đũa bằng.,Dựa vào dấu hiệu rối loạn tiêu hoá.,Biểu hiện của sự tắt ruột.,Biểu hiện của Hội chứng Loeffler,Xét nghiệm phân tìm thấy trứng giun đũa trong phân.,Xét nghiệm máu thấy biến chứng toan tính tăng cao.,D,Chẩn đoán chính xác là xét nghiệm phân tìm thấy trứng giun đũa.
Chuong3-1-cau28,"28. Những thuốc sau đây có thể tẩy giun đũa, trừ.",Mebendazole,Albendazole,Pyrantel pamoate,Piperazine,Metronidazole,E,Metronidazole không được sử dụng để tẩy giun đũa (chủ yếu trị đơn bào).
Chuong3-1-cau29,"29.Những điều kiện sau đây thuận lợi cho sự phát triển của giun đũa, trừ.",Nhiệt độ nóng và ẩm,"Dùng phân tươi để tưới rau, bón ruộng","Trẻ em đùa với đất, cát",Không rữa tay trước khi ăn,Ăn thịt bò chưa nấu chín.,E,"Ăn thịt bò chưa nấu chín là đường lây nhiễm của các loại ký sinh trùng khác (như sán), không phải giun đũa."
Chuong3-1-cau30,30.Đoạn thắt ở 1/3 trước thân giun đũa cái có ý nghĩa về.,Tiêu hoá,Sinh dục,Bài tiết,Thần kinh,Dinh dưỡng,B,[Không tìm thấy]
Chuong3-1-cau31,31.Thời hạn tẩy giun đũa định kỳ cần thiết ở những bệnh nhân đã bị giun chui ống mật là.,2 tháng,4 tháng,C. 5 tháng,6 tháng,1 năm,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau32,32. Loại thuốc tẩy giun đũa hiện nay không sử dụng vì gây đọc thần kinh .,Piperazine,Albendazole,Santonine,D.Mebendazole,Pirantel pamoate,C,[Không tìm thấy]
Chuong3-1-cau33,33. Tỷ lệ nhiễm giun đũa ở người lớn cao hơn ở trẻ em,Đúng,Sai,,,,B,"Tỷ lệ nhiễm giun đũa cao nhất ở trẻ em (3-15 tuổi), thấp hơn ở người lớn."
Chuong3-1-cau34,34. Tỷ lệ nhiễm giun đũa ở thôn quê cao hơn ở thành phố,Đúng,Sai,,,,A,Tỷ lệ nhiễm giun đũa ở nông thôn cao hơn ở thành phố.
Chuong3-1-cau35,35. Một trong những nguyên nhân gây nên giun đũa lạc chỗ là thiếu thức ăn.,Đúng,Sai,,,,A,Giun đũa lạc chỗ do thiếu thức ăn hoặc bị kích thích bởi thuốc.
Chuong3-1-cau36,36. Giun đũa lợn nhiễm vào người thường ký sinh ở gan,Đúng,Sai,,,,B,Giun đũa lợn nhiễm vào người thường không phát triển thành giun trưởng thành (là vật chủ lạc chủ).
Chuong3-1-cau37,37. Bạch cầu ái toan trong bệnh giun đũa có tỷ lệ cao nhất khi giun đũa đã trưởng thành,Đúng,Sai (ấu trùng),,,,B,Bạch cầu ái toan tăng cao nhất trong giai đoạn ấu trùng chu du qua phổi (hội chứng Loeffler).
Chuong3-1-cau38,38. Trứng giun đũa phát triển nhanh ở môi trường hiếm khí,Đúng,Sai,,,,B,Trứng giun đũa phát triển cần môi trường giàu ô xy và điều kiện nóng ẩm.
Chuong3-1-cau39,39. Trứng giun đũa có thể bị hỏng trong dung dịch thuốc tím với nồng độ khử trùng,Đúng,Sai,,,,B,"Trứng giun đũa có sức đề kháng cao, khó bị tiêu diệt bởi các chất khử trùng thông thường."
Chuong3-1-cau40,40. Thuốc tẩy giun đũa tốt nhất là thuốc có nồng độ cao trong máu.,Đúng,Sai,,,,B,Thuốc tẩy giun đũa tốt nhất là thuốc có tác dụng tại chỗ (trong lòng ruột) đối với giun trưởng thành.
Chuong3-1-cau196,196. Giun đũa (Ascars lumbricoldes) là loại giun,"Có kích thước rất nhỏ, khó quan sát bằng mắt thường","Có kích thước to, hình giống chiếc đũa ăn cơm",Hình dạng giống cây roi của người luyện võ,Kích thước nhỏ như cây kim may,,B,"Giun đũa có kích thước to, hình giống chiếc đũa ăn cơm."
Chuong3-1-cau197,197.Chu trình chu du của giun đũa(Ascars lumbricoldes) thực hiện như sau,Trứng giun ra ngoại cảnh        phôi bào phân chiatrứng có ấu trùng bên trong,"Ấu trùng thoát ra khỏi trứng ở ruột non       vào máu       gan, tim, phổi    dạ dày       ruột non trưởng thành",Giun trưởng thành ở ruột       ống mật chủtúi mật      gan,Giun trưởng thành lên dạ dày  yết hầu        miệng,,B,"Ấu trùng thoát ra khỏi trứng ở ruột non, chu du qua máu, gan, tim, phổi, rồi về ruột non trưởng thành."
Chuong3-1-cau198,198. Người bị nhiễm giun đũa (Ascars lumbricoldes) khi,Ấu trùng giun chui qua da và vào máu đến ruột ký sinh,Muỗi hút máu truyền ấu trùng qua da,Nuốt phải ấu trùng có trong rau sống,"Tất cả A, B và C",,[Không tìm thấy],"Nhiễm giun đũa do nuốt phải trứng có ấu trùng, không phải ấu trùng tự do hay xuyên da."
Chuong3-1-cau199,199. Một trứng giun đũa (Ascars lumbricoldes) có mang tính gây nhiễm khi,Trứng giun phải còn lớp vỏ albumin bên ngoài,Trứng giun phải có ấu trùng đã phát triển hoàn chỉnh bên trong trứng,Trứng giun phải ở ngoại cảnh ít nhất trên 30 ngày,"Tất cả A, B và C",,B,Trứng giun có tính gây nhiễm khi có ấu trùng đã phát triển hoàn chỉnh bên trong.
Chuong3-1-cau200,200. Định vị lạc chỗ của giun đũa (Ascars lumbricoldes) trưởng thành có thể gặp ở,Tuyến ức,Lách,Khí quản,"Tất cả A, B, C",,[Không tìm thấy],"Các vị trí này không phải là vị trí lạc chỗ phổ biến của giun đũa trưởng thành (ngoại trừ ruột thừa, ống mật, ống tụy)."
Chuong3-1-cau201,"201. Trong chu trình phát triển, khi ấu trùng giun đũa (Ascars lumbricoldes) đến phổi, biểu hiện lâm sàng là",Rối loạn tiêu hóa,Rối loạn tuần hoàn,Hội chứng Loeffler,Hội chứng thiếu máu,,C,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau202,202. Biến chứng dogiun đũa (Ascars lumbricoldes) thường gặp ở trẻ em,Viêm ruột thừa,Thủng ruột,Tắc ruột,Động kinh,,C,Tắc ruột là một biến chứng ngoại khoa thường gặp do giun đũa.
Chuong3-1-cau203,"203. Chẩn đoán chính xác người bị nhiễm, bệnh giun đũa (Ascars lumbricoldes) bằng",Dựa vào dấu hiệu rối loạn tiêu hóa,Biểu hiện của sự tắc ruột,Xét nghiệm phân tìm thấy trứng giun đũa trong phân,Xét nghiệm máu thấy bạch cầu toan tính cao,,C,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm thấy trứng giun đũa.
Chuong3-1-cau204,"204. Trong phòng chống bệnh giun đũa (Ascars lumbricoldes), biện pháp không thực hiện là",Giáo dục sử dụng hố xí họp vệ sinh,"Điều trị hàng loạt, đồng thời cho những người bị nhiễm giun",Ăn uống đúng vệ sinh,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể,,D,Dùng thuốc diệt giai đoạn ấu trùng trong cơ thể không phải là biện pháp phòng chống thường quy.
Chuong3-1-cau205,205. Giun đũa (Ascars lumbricoldes) có đặc điểm,Người mắc bệnh do nuốt phải trứng mới sinh,Con trưởng thành sống ở ruột già,Chu trình phát triển có giai đoạn đi qua phổi,"Cả A, B và C",,C,Ấu trùng giun đũa có giai đoạn chu du qua phổi.
Chuong3-1-cau206,206. Muốn chẩn đoán xác định bệnh giun đũa ta phải.,Xét nghiệm máu,Xét nghiệm đờm,Xét nghiệm phân,Xét nghiệm dịch tá tràng,,C,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm trứng.
Chuong3-1-cau207,207. Đặc điểm của trứng giun đũa Ascaris lumbricoides là.,"Có vỏ dày, có thể tồn tại trong môi trường ẩm ướt vài năm","Có vỏ mỏng, dễ bị tiêu diệt trong môi trường khô","Có hình dạng tròn, màu trắng, dính với nhau thành từng đám",Có lớp vỏ có thể bảo vệ trong điều kiện khô hạn lâu dài,,A,"Trứng giun đũa có vỏ dày, có sức đề kháng cao, có thể tồn tại lâu năm trong môi trường ẩm ướt."
Chuong3-1-cau208,208. Chẩn đoán ấu trùng giun đũa chó mèo dựa vào.,Lâm sàng và xét nghiệm máu,Sinh thiết và các phản ứng miễn dịch,Soi phân tìm trứng,Chụp cắt lớp toàn cơ thể,,B,Chẩn đoán ấu trùng giun đũa chó mèo thường dựa vào phản ứng miễn dịch (huyết thanh chẩn đoán) và sinh thiết.
Chuong3-1-cau209,209. Thiabendazole dùng điều trị bệnh ấu trùng giun đũa chó mèo cho kết quả.,Bệnh khỏi hoàn toàn sau 3 tuần,Bệnh khỏi hoàn toàn sau 3 tháng,Các triệu chứng lâm sàng giảm 50% các trường hợp sau 3 tuần,Các triệu chứng lâm sàng giảm 10% các trường hợp sau 3 tuần,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau210,210. Người bị nhiễm Ascaris lumbricoides khi.,"Nuốt phải trứng giun đũa có ấu trùng giun có trong thức ăn, thức uống",Ấu trùng chui qua da vào máu đến ruột ký sinh,Ăn phải thịt heo có chứa ấu trùng còn sống,Muỗi hút máu truyền ấu trùng qua da,,A,Nhiễm do nuốt phải trứng giun đũa có ấu trùng (trứng gây nhiễm).
Chuong3-1-cau211,211. Một trứng Ascaris lumbricoides có mang tính chất gây nhiễm khi.,Trứng giun đã thụ tinh,Trứng giun phải còn lớp vỏ albumin bên ngoài,Trứng giun phải có ấu trùng đã phát triển hoàn chỉnh bên trong trứng,Trứng giun phải ở ngoại cảnh ít nhất trên 30 ngày,,C,Trứng giun có tính gây nhiễm khi có ấu trùng đã phát triển hoàn chỉnh bên trong.
Chuong3-1-cau212,212. Gnasthostoma spinigerum là loại giun ký sinh ở vị trí cơ thể nào của chó mèo.,Vách dạ dày,Ruột non,Ruột già,Gan,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau213,213. Bệnh do Gnasthostoma spinigerum ở người biểu hiện.,Bệnh cảnh do giun trưởng thành sống ở vách dạ dày,Bệnh cảnh do ấu trùng di chuyển dưới da và giun trưởng thành sống ở vách dạ dày,Bệnh cảnh do ấu trùng hoặc giun non di chuyển dưới da và trong các cơ quan nội tạng,Bệnh cảnh do ấu trùng di chuyển dưới da,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau214,"214. Định vị lạc chỗ của Ascaris lumbricoides trưởng thành có thể gặp ở các cơ quan sau đây, ngoại trừ.",Ruột thừa,Ống mật chủ,Gan,Lách,,D,Lách là cơ quan ngoại trừ giun trưởng thành lạc chỗ.
Chuong3-1-cau215,"215. Trong chu trình phát triển, khi ấu trùng Ascaris lumbricoides đến phổi, biểu hiện lâm sàng là.",Rối loạn tiêu hoá,Rối loạn tuần hoàn,Hội chứng Loeffler,Hội chứng suy dinh dưỡng,,C,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau216,216. Chẩn đoán chính xác người bị nhiễm bệnh Ascaris lumbricoides bằng.,Dựa vào dấu hiệu rối loạn tiêu hoá,Biểu hiện sự tắc ruột,Biểu hiện của hội chứng Loeffler,Xét nghiệm phân tìm thấy trứng giun đũa trong phân,,D,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm thấy trứng giun đũa.
Chuong3-1-cau217,217. Muốn chẩn đoán xác định bệnh giun đũa ta phải.,Xét nghiệm máu,Xét nghiệm đờm,Xét nghiệm phân,Xét nghiệm dịch tá tràng,,C,Chẩn đoán xác định bệnh giun đũa bằng cách xét nghiệm phân tìm trứng.
Chuong3-1-cau218,218. Những KST sau được gọi là KST đơn ký ngoại trừ.,Giun đũa,Sán lá gan,Giun móc,Giun tóc,,B,"Sán lá gan có chu trình phát triển phức tạp, cần vật chủ trung gian (ốc)."
Chuong3-1-cau219,219. Con trưởng thành của các loại giun họ Anisakinae ký sinh ở.,Ruột non người,Dạ dày người,"Dạ dày các động vật hữu nhũ biển (cá voi, cá heó, cá nhà táng…) và loài chân màng (sư tử biển, hải cẩu, hải mã…)",Dạ dày chim,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau220,220. Trong chẩn đoán xét nghiệm giun đũa ta phải dùng kỷ thuật.,Xét nghiệm dịch tá tràng,Giấy bóng kính,Xét nghiệm phong phú KaTo,Cấy phân,,C,Kỹ thuật Kato-Katz (Xét nghiệm phong phú KaTo) là kỹ thuật được sử dụng trong chẩn đoán xét nghiệm giun đũa.
Chuong3-1-cau221,221. Vật chủ phụ thứ nhất của các loại giun họ Anisakinae là.,Cá biển,Giáp xác biển,Sư tử biển,Hải cẩu,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau222,222. Vật chủ phụ thứ hai của các loại giun họ Anisakinae là.,"Cá thu, cá mòi","Mực, bạch tuộc",Giáp xác biển,"Cá thu, cá mòi, mực, bạch tuộc",,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau223,223. Người bị nhiễm ấu trùng của Anisakinae do ăn loại thực phẩm nào sau đây chưa nấu chín.,"Cá mòi, cá thu, mực","Cá giếc, cá trê","Tôm, cua biển",Cá voi,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau224,224. Bệnh giun đũa có tỷ lệ nhiễm cao ở.,Các nước có nền kinh tế đang phát triển,Các nước có khí hậu khô nóng,Các nước có khí hậu nóng ẩm,địa phương chuyên về nghề hầm mỏ,,C,Tỷ lệ nhiễm giun đũa cao ở các nước có khí hậu nóng ẩm.
Chuong3-1-cau225,225. Ấu trùng của Anisakinae tạo nên những hạt bạch cầu toan tính ở.,Phổi,Não,Ống tiêu hoá,Da,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau226,226. Chẩn đoán bệnh ấu trùng Anisakinae dựa vào.,Bệnh cảnh lâm sàng,Nội soi kết hợp sinh thiết ống tiêu hoá tìm ấu trùng,Xét nghiệm máu. bạch cầu toan tính tăng,Chẩn đoán huyết thanh luôn cho kết quả tốt nhất,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau227,227. Các cơ quan nội tạng của cơ thể mà ấu trùng giun đũa đi qua.,"Ruột, Gan, Tim, Phổi","Ruột, Tim, Gan, Phổi","Tim, Gan, Ruột, Phổi","Tim, Gan, Phổi, Hầu",,A,Thứ tự chu du của ấu trùng giun đũa là Ruột -> Gan -> Tim -> Phổi.
Chuong3-1-cau228,228. Điều trị bệnh ấu trùng Anisakinae.,Cắt bỏ u hạt có ký sinh trùng,Thuốc điều trị đặc hiệu là Thiabendazole,Thuốc điều trị đặc hiệu là các thuốc điều trị ung thư,Thuốc điều trị đặc hiệu là Diethylcarbamazin,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau229,229. Ấu trùng Anisakinae chết ở điều kiện nào sau đây.,Muối cá,Nấu chín cá hoặc đông lạnh -200C trong 24 giờ,Hun khói cá,Đông lạnh cá ở -20C trong 24 giờ,,[Không tìm thấy],[Không tìm thấy]
Chuong3-1-cau230,230. Biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.,Bán tắt ruột,Viêm ruột thưà,Rối loạn tiêu hoá,Đau bụng giun,,A,Bán tắc ruột (tắc nghẽn ruột) là một trong những biểu hiện bệnh lý của giun đũa cần can thiệp ngoại khoa.
Chuong3-1-cau231,231. Thứ tự các cơ quan nội tạng ở người mà ấu trùng giun đũa đi qua.,"Ruột, Gan, Tim, Phổi","Ruột, Tim, Gan, Phổi","Tim, Gan, Ruột, Phổi","Tim, Gan, Phổi, Hầu",,A,Thứ tự chu du của ấu trùng giun đũa là Ruột -> Gan -> Tim -> Phổi.
Chuong3-1-cau232,"232. Trong chu trình phát triển, khi ấu trùng giun đũa đến phổi biểu hiện lâm sàng là.",Rối loạn tiêu hoá,Rối loạn tuần hoàn,Hội chứng Loeffler,Hội chứng suy dinh dưỡng,,C,Ấu trùng giun đũa đến phổi gây Hội chứng Loeffler.
Chuong3-1-cau233,233. Chẩn đoán chính xác người bị nhiễm giun đũa bằng.,Dựa vào dấu hiệu rối loạn tiêu hoá,Biểu hiện của sự tắt ruột,Biểu hiện của Hội chứng Loeffler,Xét nghiệm phân tìm thấy trứng giun đũa trong phân,,D,Chẩn đoán chính xác là xét nghiệm phân tìm thấy trứng giun đũa trong phân.
Chuong3-1-cau234,"234. Những thuốc sau đây có thể tẩy giun đũa, trừ.",Albendazole,Pyrantel pamoate,Piperazine,D. Metronidazole,,D,Metronidazole không được sử dụng để tẩy giun đũa.
Chuong3-1-cau235,"235. Những điều kiện sau đây thuận lợi cho sự phát triển của giun đũa, trừ.","Dùng phân tươi để tưới rau, bón ruộng","Trẻ em đùa với đất, cát",Không rữa tay trước khi ăn,Ăn thịt bò chưa nấu chín,,D,Ăn thịt bò chưa nấu chín không phải là điều kiện thuận lợi cho sự phát triển của giun đũa (lây nhiễm do nuốt trứng).
Chuong3-1-cau236,236. Giun đũa có thể gây ra các bệnh lý nào sau đây ở người.,Viêm ruột cấp,Tắc nghẽn ruột,Viêm dạ dày tá tràng,Rối loạn tiêu hoá mãn tính,,B,Giun đũa có thể gây biến chứng tắc nghẽn ruột (tắc ruột).
Chuong3-1-cau237,237. Chẩn đoán bệnh do giun đũa cần dựa vào.,Lâm sàng và xét nghiệm phân,Xét nghiệm máu và nội soi,Hình ảnh X-quang phổi,Siêu âm bụng,,A,Chẩn đoán bệnh do giun đũa cần dựa vào lâm sàng và xét nghiệm phân tìm trứng.
Chuong3-1-cau238,238. Giun hình ống (NEMATODA) là tên gọi để chỉ.,Các loại giun tròn ký sinh đường ruột,Các loại giun ký sinh ở người.,Các loại giun ký sinh ở người và thú.,"Các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh.",,D,"Giun hình ống là các loại giun có thân tròn và dài, ký sinh hoặc không ký sinh."
Chuong3-1-cau239,239. Hệ cơ quan nào không có trong cơ thể giun hình ống.,Tiêu hoá,Tuần Hoàn,Thần kinh,Bài tiết,Sinh dục.,B,Giun hình ống không có hệ tuần hoàn.
