id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong3-7-cau11,11. Bệnh giun chỉ Wuchereria bancrofti phổ biến ở.,"Châu Á, châu Âu, châu Phi","Châu Á, châu Phi, châu Mỹ","Châu Á, châu Âu, châu Mỹ",Chỉ ở châu Á,Chỉ ở châu Phi.,B,"Bệnh giun chỉ W. bancrofti phổ biến ở các vùng nhiệt đới thuộc Châu Á, Châu Phi và Châu Mỹ."
Chuong3-7-cau12,12. Nguồn bệnh của bệnh giun chỉ Wuchereria bancrofti là.,Người lành mang ấu trùng,Người bệnh mang ấu trùng,Muỗi mang ấu trùng,Khỉ mang ấu trùng,Muỗi hoặc người mang ấu trùng,B,Người bệnh mang ấu trùng là nguồn bệnh chính để muỗi đốt và truyền bệnh.
Chuong3-7-cau13,13. Thời gian ủ bệnh của bệnh giun chỉ Wuchereria bancrofti là.,1 tháng,2 tháng,3 tháng,24 tháng,36 tháng,C,Thời gian ủ bệnh của bệnh giun chỉ W. bancrofti là 3 tháng (theo nguồn [1]).
Chuong3-7-cau14,14. Các triệu chứng đầu tiên của bệnh giun chỉ Wuchereria bancrofti biểu hiện là,"Sốt phát ban, phù toàn thân, viêm hạch","Sốt phát ban, phù cục bộ, viêm hạch","Sốt cao co giật, phù chân voi, viêm hạch","Không sốt, phù toàn thân, viêm phổi","Không sốt, phù chân voi, phù sinh dục",B,"Các triệu chứng đầu tiên thường biểu hiện là Sốt phát ban, phù cục bộ, viêm hạch [1]."
Chuong3-7-cau15,15. Các triệu chứng của bệnh giun chỉ Wuchereria bancrofti sau 3 - 7 năm bị nhiễm bệnh là.,"Sốt kéo dài, viêm hạch bạch huyết","Phát ban ở chi dưới, viêm hạch bạch huyết",Đái máu hoặc bạch huyết,"Dãn mạch bạch huyết dưới da hoặc ở sâu. gây đái bạch huyết hoặc đái máu, chướng bụng bạch huyết,  bạch huyết ở da và dưới da dãn và sần sùi.",Viêm cơ quan sinh dục và các hạch bạch huyết ở chi dưới.,D,"Sau 3-7 năm nhiễm bệnh, giun chỉ gây các triệu chứng mạn tính như dãn mạch bạch huyết dưới da hoặc ở sâu, dẫn đến đái bạch huyết/máu, chướng bụng bạch huyết [2]."
Chuong3-7-cau16,16. Biểu hiện của bệnh giun chỉ Wuchereria bancrofti sau 10 năm nhiễm bệnh là.,Phù các bộ phạn cơ thể. chủ yếu ở chân và cơ quan sinh dục,"Đau bụng, rối loạn tiêu hoá kéo dài","Gan, lách to",Viêm loét nhiều hạch bạch huyết,Phù cơ quan sinh dục.,A,"Sau 10 năm nhiễm bệnh (giai đoạn mạn tính), giun chỉ thường gây phù voi ở chân và cơ quan sinh dục."
Chuong3-7-cau17,"17. Bệnh giun chỉ Wuchereria bancrofti, bộ phận cơ thể thường bị phù to là.","Ngực, vú","Tay, vú","Chân, bộ phận sinh dục","Mặt, bộ phận sinh dục",Chỉ bộ phận sinh dục.,C,Bộ phận cơ thể thường bị phù to nhất là chân (chi dưới) và bộ phận sinh dục.
Chuong3-7-cau18,18. Chẩn đoán bệnh giun chỉ Wuchereria bancrofti dựa vào.,Triệu chứng lâm sàng. phù chân voi,Kéo máu ngoại vi vào ban đêm tìm con ấu trùng giun chỉ,Kéo máu ngoại vi vào ban đêm tìm con giun chỉ trưởng thành,Xét nghiệm phân trực tiếp tìm trứng giun,Xét nghiệm phân phong phú tìm trứng giun.,B,Chẩn đoán xác định dựa vào việc kéo máu ngoại vi vào ban đêm để tìm ấu trùng giun chỉ.
Chuong3-7-cau19,19. Để chẩn đoán bệnh giun chỉ bạch huyết tại cộng đồng người ta dùng.,Test Diethylcarbamazine (DEC) liều 4mg/kg duy nhất,Test DEC liều 15mg/kg duy nhất,Test DEC liều 4mg/kg x 3 ngày liên tiếp,Phản ứng nội bì với kháng nguyên giun chỉ,Xét nghiệm phân hàng loạt tìm trứng.,D,Phản ứng nội bì với kháng nguyên giun chỉ là một phương pháp chẩn đoán miễn dịch được sử dụng tại cộng đồng.
Chuong3-7-cau20,20. Thuốc điều trị bệnh giun chỉ bạch huyết.,Mebendazole,Albendazole,Diethycarbamazine,Metrnidazole,Praziquantel,C,Diethycarbamazine (DEC) là thuốc đặc hiệu được sử dụng để điều trị giun chỉ bạch huyết.
Chuong3-7-cau21,21. Ngoài DEC (Diethycarbamazine) thuốc nào sau đây có thể lựa chọn để điều trị bệnh giun chỉ bạch huyết.,Mebendazole,Albendazole,Diethycarbamazine,Praziquantel,Levamisole,B,Albendazole là thuốc thường được sử dụng kết hợp với DEC để điều trị giun chỉ bạch huyết.
Chuong3-7-cau22,22. Kỹ thuật lấy máu tìm ấu trùng giun chỉ bạch huyết.,"Lấy máu ngoại vi vào ban đêm hoặc vào cả ban ngày và ban đêm, làm giọt máu đàn.","Lấy máu ngoại vi vào ban đêm hoặc vào cả ban ngày và ban đêm, làm giọt máu dày","Chọc tuỷ xương vào ban đêm, làm giọt máu đàn","Chọc tuỷ xương vào ban đêm, làm giọt máu dày","Lấy máu ngoại vi vào ban đêm, làm cả giọt máu đàn và giọt máu dày.",B,Kỹ thuật lấy máu ngoại vi vào ban đêm và làm giọt máu dày là phương pháp thường dùng để tập trung và tìm ấu trùng giun chỉ.
Chuong3-7-cau23,23. Phòng bệnh giun chỉ bạch huyết.,Kiểm soát vecteur có khả năng truyền bệnh,Điều trị người bệnh,Điều trị hàng loạt tại cộng đồng,Kiểm soát vecteur có khả năng truyền bệnh và điều trị người bện,Kiểm soát vecteur có khả năng truyền bệnh và điều trị hàng loạt tại cộng đồng,E,Phòng bệnh giun chỉ cần kết hợp kiểm soát muỗi truyền bệnh (vecteur) và điều trị hàng loạt tại cộng đồng.
Chuong3-7-cau24,24. Chiều dài của ấu trùng giun chỉ Brugia malayi.,122 m.,222 m,322 m,422 m,522 m,B,Ấu trùng giun chỉ Brugia malayi có chiều dài khoảng 222 µm.
Chuong3-7-cau25,25. Chiều dài của ấu trùng giun chỉ Brugia timori.,110 m,210 m,310 m,410 m,510 m,C,Ấu trùng giun chỉ Brugia timori có chiều dài khoảng 310 µm.
Chuong3-7-cau26,26. Bệnh do Brugia malayi lưu hành ở.,"Trung Quốc, Việt Nam, Lào","Trung Quốc, Nhật Bản, Hàn Quốc","Trung Quốc, Campuchia, Lào","Trung Quốc, Ấn Độ, Nhật Bản","Trung Quốc, Ấn Độ, các nước Đông Nam Á.",E,"Bệnh do Brugia malayi lưu hành ở Trung Quốc, Ấn Độ và các nước Đông Nam Á."
Chuong3-7-cau27,27. Vecteur của giun chỉ Brugia malayi là.,"Aedes, Mansoni, Anopheles","Mansoni, Anopheles, Culex","Mansoni, Aedes, Culex","Mansoni, Anopheles, Aedes","Muỗi cát, Anopheles, Aedes",D,"Vectơ truyền bệnh Brugia malayi chủ yếu là muỗi Mansonia, Anopheles và Aedes."
Chuong3-7-cau28,28. Vecteur của giun chỉ Brugia timori là.,Anopheles,Aedes,Culex,Mansoni,Muỗi cát,A,Vectơ truyền bệnh Brugia timori chủ yếu là muỗi Anopheles.
Chuong3-7-cau29,29. Biểu hiện chủ yếu của bệnh giun chỉ Brugia malayi là.,Sốt,Phù chi dưới,Phù sinh dục,Phù chi trên,Phù mặt,B,Biểu hiện chủ yếu của bệnh do Brugia malayi là phù chi dưới (chân).
Chuong3-7-cau30,"30. Giun chỉ Brugia timori thường gây bệnh giun chỉ nặng như apxe da, để lại sẹo, sau khi điều trị ấu trùng chết gây phản ứng nặng cho ký chủ.",Đúng,Sai,,,,A,Giun chỉ Brugia timori thường gây các phản ứng nặng như áp xe da và phản ứng sau điều trị.
Chuong3-7-cau31,31. Xét nghiệm tìm ấu trùng giun chỉ nên lấy máu vào buổi sáng sớm khi bệnh nhân chưa ăn uống gì.,Đúng.,Sai.,,,,B,"Sai, ấu trùng giun chỉ W. bancrofti có tính chu kỳ đêm (lấy máu vào ban đêm)."
Chuong3-7-cau32,32. Người là vật chủ gì của giun chỉ bạch huyết?,Vật chủ trung gian,Vật chủ phụ,Vật chủ tình cờ,Vật chủ chính,,D,Người là vật chủ chính (vĩnh viễn) vì giun trưởng thành ký sinh và sinh sản ở người.
Chuong3-7-cau33,33. Triệu chứng lâm sàng điển hình của bệnh giun chỉ bạch huyết là gì?,Viêm gan và vàng da,"Ho kéo dài, tràn dịch màng phổi",Phù chân voi và phù cơ quan sinh dục,Nổi mẩn đỏ toàn thân và ngứa dữ dội,,C,Phù chân voi và phù cơ quan sinh dục là triệu chứng mạn tính điển hình của bệnh giun chỉ bạch huyết.
Chuong3-7-cau34,34. Chẩn đoán bệnh giun chỉ bạch huyết chỉ cần dựa vào triệu chứng phù chân voi.,Đúng.,Sai.,,,,B,"Sai, chẩn đoán xác định phải dựa vào xét nghiệm máu tìm ấu trùng hoặc các phương pháp miễn dịch."
Chuong3-7-cau252,252. Ký chủ vĩnh viễn của giun chỉ,"Muỗi, cái ghẻ","Chó, mèo",Người,Người và mèo,,C,Người là ký chủ vĩnh viễn của giun chỉ hệ bạch huyết.
Chuong3-7-cau253,253. Ký chủ trung gian của giun chỉ,Người,Động vật hữu nhũ,Động vật chân khớp,Cả A và B,,C,"Muỗi (vectơ truyền bệnh) là ký chủ trung gian, và muỗi thuộc lớp Côn trùng (Động vật chân khớp)."
Chuong3-7-cau254,254. Giun chỉ ký sinh hệ bạch huyết,Wuchereria bancrofti,Brugia malayi,Brugia timori,"Tất cả A, B và C",,D,"Wuchereria bancrofti, Brugia malayi và Brugia timori đều là giun chỉ ký sinh hệ bạch huyết."
Chuong3-7-cau255,255. Giun chỉ có đặc điểm,"Hình ống, kích thước nhỏ, mảnh như sợi chỉ","Hình tròn, mảnh như sợi chỉ","Hình ống, kích thước lớn, dài như sợi chỉ",Giống như sợi chỉ,,A,"Giun chỉ là loài Nematoda (hình ống), có kích thước nhỏ, mảnh như sợi chỉ."
Chuong3-7-cau256,256. Giun chỉ ký sinh hệ bạch huyết gây,"Tiêu chảy, chảy máu",Phù voi,Suy dinh dưỡng,Viêm phổi,,B,"Giun chỉ ký sinh hệ bạch huyết gây tắc nghẽn, dẫn đến phù voi (elephantiasis) ở giai đoạn mạn tính."
Chuong3-7-cau257,257. Giun chỉ ký sinh người có mặt ở nước ta,Loa loa và Brugia malayi,Brugia malayi và Wuchereria bancrofti,Brugia malayi và Mansonella ozzardi,"Tất cả A, B và C",,B,"Ở Việt Nam, hai loài giun chỉ ký sinh ở người là Brugia malayi và Wuchereria bancrofti."
Chuong3-7-cau258,258. Giun chỉ Wuchereria bancrofti trưởng thành sống ở,Máu,Mạch bạch huyết,Mô dưới da,Mắt,,B,Giun chỉ Wuchereria bancrofti trưởng thành ký sinh trong hệ mạch bạch huyết.
Chuong3-7-cau259,259. Trung gian truyền bệnh Brugia malayi thường là,Muỗi Mansonia,Muỗi Anopheles,Ruồi Similium,"Tất cả A, B và C",,A,Muỗi Mansonia là trung gian truyền bệnh chính của Brugia malayi.
Chuong3-7-cau260,260. Giun chỉ đẻ,"Trứng, là đám tế bào phôi khi mới sinh ra","Trứng, đã có ấu trùng bên trong khi mới sinh ra",Ấu trùng,"Tất cả A, B và C",,C,"Giun chỉ là loài đẻ ấu trùng (microfilaria), không đẻ trứng."
Chuong3-7-cau261,"261. Trong chu trình phát triển của giun chỉ, người là",Ký chủ vĩnh viễn,Ký chủ trung gian,Ký chủ phụ,Ngõ cụt ký sinh,,A,Người là ký chủ vĩnh viễn (nơi giun trưởng thành ký sinh và sinh sản).
Chuong3-7-cau262,"262. Bệnh giun chỉ phổ biến khắp nơi, nhưng chủ yếu gặp ở",Châu Âu,Châu Mỹ,Châu Á,"Châu Á, Châu Phi",,D,"Bệnh giun chỉ phổ biến nhất ở các vùng nhiệt đới và cận nhiệt đới, chủ yếu là Châu Á và Châu Phi."
Chuong3-7-cau263,263. Ổ giun chỉ ở Việt Nam hiện nay ở tỉnh,"Nam Định, Hải Dương","Thanh Hóa, Nghệ An",Khánh Hòa,Cả A và C,,D,[Không tìm thấy]
Chuong3-7-cau264,264. Bệnh giun chỉ trong giai đoạn mãn tính là biểu hiện các mạch bạch huyết bị nghẽn và có triệu chứng,Phù voi ở chân tay,Phù ở cơ quan sinh dục,Phù mí mắt,Cả A và B,,D,Giai đoạn mạn tính biểu hiện bằng phù voi ở chân tay và phù cơ quan sinh dục (phù voi).
Chuong3-7-cau265,265. Chẩn đoán bệnh giun chỉ hệ bạch huyết bằng kỹ thuật,Xét nghiệm máu tìm ấu trùng,Xét nghiệm nước tiểu tìm ấu trùng,Miễn dịch tìm kháng thể,"Tất cả A, B và C",,D,"Chẩn đoán giun chỉ có thể sử dụng xét nghiệm máu tìm ấu trùng, xét nghiệm nước tiểu và miễn dịch tìm kháng thể."
Chuong3-7-cau266,266. Lấy máu tìm giun chỉ Wuchereria bancrofti vào thời điểm nào là thích hợp nhất,Sáng sớm,Giữa trưa,Ban đêm,Bất kỳ lúc nào,,C,Lấy máu vào ban đêm là thích hợp nhất vì W. bancrofti có tính chu kỳ đêm.
Chuong3-7-cau267,267. Bệnh do Brugia malayi lưu hành ở.,"Trung Quốc, Việt Nam, Lào","Trung Quốc, Nhật Bản, Hàn Quốc","Trung Quốc, Campuchia, Lào","Trung Quốc, Ấn Độ, Nhật Bản","Trung Quốc, Ấn Độ, các nước Đông Nam Á.",E,"Bệnh do Brugia malayi lưu hành ở Trung Quốc, Ấn Độ và các nước Đông Nam Á."
Chuong3-7-cau268,268. Vecteur của giun chỉ Brugia malayi là.,"Aedes, Mansoni, Anopheles","Mansoni, Anopheles, Culex","Mansoni, Aedes, Culex","Mansoni, Anopheles, Aedes","Muỗi cát, Anopheles, Aedes",D,"Vectơ truyền bệnh Brugia malayi chủ yếu là muỗi Mansonia, Anopheles và Aedes."
Chuong3-7-cau269,269. Vecteur của giun chỉ Brugia timori là.,Anopheles,Aedes,Culex,Mansoni,Muỗi cát,A,Vectơ truyền bệnh Brugia timori chủ yếu là muỗi Anopheles.
Chuong3-7-cau270,270. Biểu hiện chủ yếu của bệnh giun chỉ Brugia malayi là.,Sốt,Phù chi dưới,Phù sinh dục,Phù chi trên,Phù mặt,B,Biểu hiện chủ yếu của bệnh do Brugia malayi là phù chi dưới (chân).
Chuong3-7-cau271,"271. Giun chỉ Brugia timori thường gây bệnh giun chỉ nặng như áp xe da, để lại sẹo, sau khi điều trị ấu trùng chết gây phản ứng nặng cho ký chủ.",Đúng,Sai,,,,A,Giun chỉ Brugia timori thường gây các phản ứng nặng như áp xe da và phản ứng sau điều trị.
Chuong3-7-cau272,272. Xét nghiệm tìm ấu trùng giun chỉ nên lấy máu vào buổi sáng sớm khi bệnh nhân chưa ăn uống gì.,Đúng,Sai,,,,B,"Sai, ấu trùng giun chỉ W. bancrofti có tính chu kỳ đêm (lấy máu vào ban đêm)."
Chuong3-7-cau273,"273. Giải quyết tốt khâu “xử lý phân hợp vệ sinh” là có thể phòng ngừa các ký sinh trùng sau, ngoại trừ.",Giun đũa,Giun móc,Giun tóc,Giun kim,Amip lỵ,D,Giun kim không lây lan qua phân (trứng giun kim được đẻ ở hậu môn).
Chuong3-7-cau274,274. Có thể chẩn đoán giun chỉ bằng cách nào?,Xét nghiệm máu,Xét nghiệm phân,Quan sát lâm sàng,Tất cả các biện pháp trên,,D,"Chẩn đoán giun chỉ dựa vào triệu chứng lâm sàng, xét nghiệm máu tìm ấu trùng và các phương pháp miễn dịch."
Chuong3-7-cau275,275 . KSt đào thải mầm bệnh ra ngoài bằng đường phân là ngoại trừ GIUN CHỈ BẠCH HUYẾT,E.vermicularis,A.Lumbricoides,C.Sinensis,*B.Malayi(qua muỗi),F.buski,D,"B. Malayi lây truyền qua muỗi, không đào thải mầm bệnh qua đường phân."
Chuong3-7-cau276,276 . Kst nào sau đây là nội KSt CHỈ,Mansonia annulifera,Pediculus capitis,Anopheles minimus,Xenopsylla cheopis,*Brugia malayi,E,Brugia malayi là giun chỉ sống trong hệ bạch huyết người (nội KST).
Chuong3-7-cau277,277 . Kst nào sau đây thuộc chu kỳ 5 CHỈ BẠCH HUYẾT,E.vermicularis,C.sinensis,T.solium,*B.Malayi,F.buski,D,"Brugia malayi có chu kỳ phát triển cần hai ký chủ (người và muỗi trung gian), tương ứng với chu kỳ phức tạp."
Chuong3-7-cau278,278 . Cơ sở gọi tên giun chỉ loại w.bancrofti dựa vào,Tính chất gây bệnh,9,Hình thể,Đặc tính vận động,*Tên người,E,Wuchereria bancrofti được gọi tên dựa vào tên người tìm ra/mô tả.
Chuong3-7-cau279,279 . Phù voi không hồi phục gặp ở giai đoạn GIUN CHỈ,*tiềm tàng,Ủ bệnh và phát bệnh,Ủ bệnh,phát bệnh,"Ủ bệnh, phát bệnh, tiềm tàng",A,Phù voi không hồi phục là biểu hiện của giai đoạn tiềm tàng (mạn tính) do tắc nghẽn hệ bạch huyết.
Chuong3-7-cau280,280 . Hình thể giun chỉ (B.m/W.b) có đặc điểm.1. màu trắng sữa 2. con đực có kích thước giống con cái 3. hình dạng giống sợi chỉ 4. trên thân ấu trùng có các hạt nhiễm sắc ngoại vi 5. ấu trùng không có lớp vỏ áo bao bọc,C.235,A.125,B.345,*D.134,,D,"Đặc điểm hình thể giun chỉ là màu trắng sữa, hình dạng giống sợi chỉ, và ấu trùng có các hạt nhiễm sắc ngoại vi."
Chuong3-7-cau281,281 .Ấu trùng giun chỉ (B.m/W.b) có đặc điểm.1. Kích thước lớn hơn 300µm2. chỉ được đẻ ra trong hệ bạch huyết 3. có lớp áo bao thân 4. trên thân không có hạt nhiễm sắc ngoại vi5. có thể có hạt nhiễm sắc cuối đuôi,B.345,D.134,A.125,*C.235,,D,"Ấu trùng giun chỉ được đẻ ra trong hệ bạch huyết, có lớp áo bao thân và có hạt nhiễm sắc cuối đuôi."
Chuong3-7-cau282,282 . Biện pháp để phòng bệnh giun chỉ bạch huyết.1. phát hiện sớm và điều trị kịp thời cho người bệnh 2. tiêu diệt vật chủ trung gian truyền bệnh 3. ngủ màn tránh muỗi đốt 4. ăn uống hợp vệ sinh 5. không sử dụng phân người trong canh tác,C.235,B.345,D.134,*A.123,,D,"Các biện pháp phòng bệnh giun chỉ bao gồm điều trị người bệnh, tiêu diệt vật chủ trung gian (muỗi) và tránh muỗi đốt (ngủ màn)."
Chuong3-7-cau283,283 . Đặc điểm phù voi trong trong bệnh giun chỉ bạch huyết B.malayi.1. gặp ở chi2. phù đối xứng 3. phù không đỏ; k đau 4. phù chủ yếu ở bộ phận sinh dục 5. phù ½ cẳng chân trở xuống,C.235,*D.134,B.345,A.123,,[Không tìm thấy],[Không tìm thấy]
Chuong3-7-cau284,284.Giun chỉ bạch huyết trưởng thành có đặc điểm,Con đực và con cái cuộn với nhau trông giống chỉ rối,Tuổi thọ trong cơ thể người là 15 năm,Ký sinh trong các hạch bạch huyết,Giun cái đẻ ra ấu trùng,*Ký sinh ở máu ngoại vi vào ban đêm,D,Giun chỉ cái trưởng thành là loài đẻ ấu trùng (viviparous).
Chuong3-7-cau285,285 .Vị trí ký sinh của giun chỉ trưởng thành là.,Mạch máu,Đường dẫn mật,*Mạch bạch huyết,Ruột non,Ruột già,C,Giun chỉ bạch huyết trưởng thành ký sinh trong mạch bạch huyết.
Chuong3-7-cau286,286 . Ấu trùng giun chỉ truyền từ muỗi sang người để gây bệnh ở giai đoạn,III,*IV,I,II,79,A,Ấu trùng giai đoạn III (L3) là thể gây nhiễm truyền từ muỗi sang người.
Chuong3-7-cau287,287 . Ấu trùng giun chỉ xâm nhập vào cơ thể người qua,Đường hô hấp,Đường sinh dục,*Vết muỗi đốt,Quá đã,Đường tiêu hoá,C,Ấu trùng giun chỉ xâm nhập vào cơ thể người qua vết muỗi đốt.
Chuong3-7-cau288,288 . Người nhiễm giun chỉ do.,*Muỗi đốt,Ăn tôm của còn sống hoặc nấu chưa chín,Ăn rau rửa không sạch,Truyền máu có chứa ấu trùng giun chỉ,Ấu trùng chủ động tìm và xuyên qua da vật chủ,A,Người nhiễm giun chỉ do muỗi đốt truyền ấu trùng gây nhiễm.
Chuong3-7-cau289,289 .Loại giun không lây truyền qua đất là GIUN CHỈ,Giun đũa và giun tóc,*Giun chỉ,Giun tóc,Giun đũa,Giun kim,B,"Giun chỉ lây truyền qua muỗi, không lây truyền qua đất."
Chuong3-7-cau290,290 . Mật độ ấu trùng trong máu ngoại vi thuận tiện cho sự lan tràn bệnh giun chỉ bạch huyết là,Mật độ nào cũng thuận tiện,Trên 10 ấu trùng/1ml máu,10 ấu trùng/1ml máu,Dưới 1 ấu trùng/1ml máu,*3 ấu trùng/1ml máu,[Không tìm thấy],[Không tìm thấy]
Chuong3-7-cau291,291.Muỗi chủ yếu truyền bệnh giun chỉ B.malayi là,Culex,Aedes,*Mansonia,Anopheles,Armigeres,C,Muỗi Mansonia là vectơ chủ yếu truyền bệnh giun chỉ B. malayi.
Chuong3-7-cau292,292 . Phù voi phục hồi gặp ở giai đoạn. CHỈ BẠCH HUYẾT,Ủ bệnh,*phát bệnh,Cả abc,Tiềm tàng,86,B,Phù voi có tính chất phục hồi (phù mềm) thường gặp trong giai đoạn phát bệnh cấp tính.
Chuong3-7-cau293,"293 . Đối với giun chỉ, đái ra dưỡng chấp gặp ở giai đoạn.",Tiềm tàng,Cả abc,Ủ bệnh và phát bệnh,Ủ bệnh,*Phát bệnh,E,Đái dưỡng chấp (đái ra bạch huyết) là một biến chứng của giai đoạn phát bệnh.
Chuong3-7-cau294,294.Giai đoạn bệnh dễ dàng tìm thấy ấu trùng giun chỉ trong máu.,*Ủ bệnh,Phát bệnh,Ủ bệnh và phát bệnh,Tiềm tàng,Cả abc,A,Ấu trùng giun chỉ dễ dàng tìm thấy nhất trong máu ở giai đoạn ủ bệnh (tiềm tàng).
Chuong3-7-cau295,295 . Chu kỳ giun chỉ có đặc điểm.,*Không cần phải qua gđ phát triển ở ngoại cảnh,Cần 1 vật chủ trung gian,Phát triển trực tiếp từ người bệnh sang người lành,Cần 2 vật chủ trung gian,88,A,"Chu kỳ giun chỉ cần muỗi truyền bệnh, không cần giai đoạn phát triển tự do ở ngoại cảnh (đất)."
