id,cau,optionA,optionB,optionC,optionD,optionE,dapan,giaithich
Chuong2-2-cau12,12. Cơn lỵ điển hình là.,"Đau bụng, tiêu nhiều lần trong ngày, phân không có nhầy và máu","Đau bụng, tiêu nhiều lần trong ngày, phân có nhầy và máu","Không đau bụng, phân không có nhầy và máu","Đau bụng, tiêu chảy dây dưa",,B,"Cơn lỵ amip điển hình là đau bụng, mót rặn, tiêu phân có nhầy và máu."
Chuong2-2-cau13,13. Thể hoạt động của Entamoeba histolytica.,Sống được ở nhiệt độ ngoài trời,Dễ bị hủy hoại ở nhiệt độ bên ngoài cơ thể,Có nhân thể ở giữa nhân,Cả B và C,,D,Thể hoạt động dễ bị hủy hoại ngoài môi trường và có nhân thể ở giữa nhân.
Chuong2-2-cau14,14. Người bị nhiễm Entamoeba histolytica.,Luôn luôn có biểu hiện lâm sàng rõ rệt,Là người mang mầm bệnh và phát bệnh khi có điều kiện thuận lợi,Không bị bệnh gì cả,Chỉ là người mang mầm bệnh,,B,Người mang mầm bệnh chỉ phát bệnh khi cơ thể giảm sức đề kháng.
Chuong2-2-cau15,15. Biện pháp phòng tránh nhiễm Entamoeba histolytica là.,"Ăn chín, uống sôi",Uống thuốc kháng sinh,Tiêm vắc-xin phòng bệnh,Tẩy giun định kỳ,,A,"Ăn chín, uống sôi là biện pháp phòng tránh cơ bản."
Chuong2-2-cau16,"16. Để phòng ngừa bệnh do Balantidium coli, ta cần.",Không đi chân đất,Không nuôi heo gần nơi sinh hoạt,Giữ vệ sinh cá nhân,Cả B và C,,D,Phòng bệnh bằng cách tránh tiếp xúc với nguồn bệnh (heo) và giữ vệ sinh cá nhân.
Chuong2-2-cau17,17. Balantidium coli gây tổn thương ruột theo cơ chế nào?,Bào mòn niêm mạc ruột,Tạo áp-xe giống hình cái bình,Tiết độc tố vào ruột,Phá hủy tế bào biểu mô,,B,B. coli gây vết loét ruột giống vết loét hình bình miệng của amip.
Chuong2-2-cau18,18. Biểu hiện thường gặp khi nhiễm Balantidium coli là.,"Đau bụng, tiêu chảy có lẫn máu",Sốt cao,Nôn mửa và đau đầu,Viêm gan,,A,"Nhiễm Balantidium coli gây lỵ, biểu hiện đau bụng và tiêu chảy lẫn máu."
Chuong2-2-cau19,19. Balantidium coli sống trong cơ thể người ở dạng.,Thể hoạt động và bào nang,Chỉ ở dạng bào nang,Thể bào nang và tiểu thể,Dạng tiểu thể không hoạt động,,A,Balantidium coli tồn tại ở dạng thể hoạt động và bào nang.
Chuong2-2-cau20,20. Balantidium coli dễ bị tiêu diệt trong điều kiện.,Sống trong đường ruột,Ra khỏi cơ thể vật chủ hoặc trong môi trường bên ngoài,Tiếp xúc với dịch vị,Tất cả các ý trên,,B,Thể hoạt động của đơn bào dễ bị tiêu diệt khi ra khỏi cơ thể vật chủ.
Chuong2-2-cau21,21. Người chứa bào nang Balantidium coli là người.,Có nguy cơ mắc bệnh khi điều kiện thuận lợi,Đang mắc bệnh,Không mắc bệnh,Mang mầm bệnh mãi mãi,,A,"Người chứa bào nang là người lành mang trùng, có nguy cơ mắc bệnh khi có điều kiện thuận lợi."
Chuong2-2-cau22,22. Balantidium coli có thể gây biến chứng ở.,Tim,Gan và phổi,Thận,Não,,B,[Không tìm thấy]
Chuong2-2-cau23,23. Balantidium coli chủ yếu sinh sản bằng.,Trực phân,Phân đôi,Tiếp hợp,Cả A và C,,B,Balantidium coli chủ yếu sinh sản vô tính bằng phân đôi (phân liệt).
Chuong2-2-cau24,24. Chu trình phát triển của Balantidium coli là.,Chu trình gây bệnh,Chu trình không gây bệnh,Cả gây bệnh và không gây bệnh,Tất cả các ý trên đều sai,,A,[Không tìm thấy]
Chuong2-2-cau25,25. Phương pháp xét nghiệm phổ biến để phát hiện Balantidium coli là.,Xét nghiệm máu,Xét nghiệm phân tìm bào nang,Siêu âm ổ bụng,Chụp X-quang,,B,[Không tìm thấy]
Chuong2-2-cau26,26. Balantidium coli có.,Ký chủ thật sự là người,"Ký chủ thật sự là heo, người tình cờ bị nhiễm",Ký chủ thật sự là mèo,Ký chủ thật sự là chó,,B,"Ký chủ thật sự là heo, người tình cờ bị nhiễm qua heo."
Chuong2-2-cau27,27. Balantidium coli là một đơn bào.,Không gây bệnh,Gây bệnh ngứa ngoài da,Gây bệnh kiết lỵ,Gây sốt cách nhật,,C,Balantidium coli gây bệnh kiết lỵ (Balantidiasis).
Chuong2-2-cau28,28. Khi bị nhiễm Balantidium coli thì.,Luôn luôn có biểu hiện lâm sàng,Sẽ có biểu hiện lâm sàng khi KST gặp điều kiện thuận lợi,Chỉ là người lành mang mầm bệnh mãi mãi,Không đáng lo ngại,,B,[Không tìm thấy giải thích].
Chuong2-2-cau29,29. Balantidium coli là một KST.,"Đơn bào, lớn nhất trong ruột già",Đa bào,Bền vững khi ở môi trường bên ngoài,Không gây bệnh cho người,,A,[Không tìm thấy giải thích].
Chuong2-2-cau30,"30. Để phòng ngừa bệnh do Balantidium coli, ta phải.",Không đi chân đất,Không nuôi heo gần nơi sinh hoạt,"Giữ vệ sinh thực phẩm, vệ sinh cá nhân",Cả B và C,,D,Phòng bệnh bằng cách tránh nguồn nhiễm (heo) và giữ vệ sinh.
Chuong2-2-cau31,31. Forma magna của E.histolytica thường sống và ký sinh trong cơ thể người bị bệnh?,Trong đại tràng,Trong ruột non,Trong dịch dạ dày,Trong máu,,A,Thể magna (thể ăn hồng cầu) ký sinh trong đại tràng (ruột già).
Chuong2-2-cau32,32. Phương pháp nào sau đây có giá trị tin cậy nhất trong chẩn đoán áp xe gan amip?,Dựa vào kỹ thuật ELISA.,Dựa vào lâm sàng.,Dựa vào xét nghiệm KST,Dựa vào tiền sử và dịch tễ học.,,A,Dựa vào kỹ thuật ELISA (tìm kháng thể kháng amíp trong huyết thanh) có giá trị chẩn đoán.
Chuong2-2-cau33,33. Điều trị amip lỵ phải tuân theo những nguyên tắc nào?,"Sớm, thuốc đặc hiệu, liều tối thiểu, kháng sinh dự phòng bội nhiễm.","Điều trị triệu chứng, cách ly bệnh nhân, sử dụng kháng sinh dự phòng bội nhiễm.","Sớm, thuốc đặc hiệu, liều tối đa, triệt để và kết hợp kháng sinh.","Sớm, thuốc đặc hiệu, đủ liều, triệt để và kết hợp kháng sinh.",,D,[Không tìm thấy giải thích].
Chuong2-2-cau34,34 . Hội chứng lỵ điển hình do E.histolytica gây ra TRÙNG CHÂN GIẢ,"Đau bụng quặn, mót rặn, phân nhầy máu","Đau bụng quặn, mót rặn, phân nhầy",21,"Đau bụng, mót rặn, phân nhầy máu","Đau bụng, mót rặn, phân nhầy",A,"Hội chứng lỵ amip là đau bụng quặn, mót rặn, phân nhầy máu."
Chuong2-2-cau35,"35 . bệnh nhân có biểu hiện đau bụng, đi ngoài phân có nhầy mũi, có thể nghi ngờ nhiễm KST gì TRÙNG CHÂN GIẢ",Paragonimus westermani,P.falci,T.vaginalis,E.histolytica,Giardia intestinalis,D,Entamoeba histolytica gây bệnh lỵ amip với phân nhầy máu.
Chuong2-2-cau36,36 . ĐƠn bào di chuyển bằng chân giả CHÂN GIẢ,B.coli,Plasmodium falciparum,Trichomonas vaginalis,Entamoeba histolytica,Giardia intestinalis,D,Entamoeba histolytica thuộc lớp trùng chân giả.
Chuong2-2-cau37,37 . Đơn bào di chuyển bằng lông TRÙNG CHÂN GIẢ,B.coli,Plasmodium falciparum,Giardia intestinalis,Trichomonas vaginalis,,A,"B.coli (Balantidium coli) là trùng lông, di chuyển bằng lông."
Chuong2-2-cau38,38 . Vị trí ký sinh của E.histolytica trong cơ thể con người CHÂN GIẢ,Đại tràng,Manh tràng,Trực tràng,Tá tràng,Ruột non,A,E.histolytica ký sinh chủ yếu ở đại tràng.
Chuong2-2-cau39,39 . Thời gian tối đa tiền được thể hoạt động của e.histolytica trong bệnh phẩm là E.histolytica,2h,4h,24h,48h,12h,A,Thể hoạt động của amíp chỉ tồn tại 2 giờ trong điều kiện nhiệt độ phòng.
Chuong2-2-cau40,40 . Đặc điểm phân biệt giữa thể minuta và magna của E.histolytica CHÂN GIẢ,Chuyển động yếu hơn,Không có hồng cầu ở nội nguyên sinh chất,Không phân biệt rõ nội và ngoại nguyên sinh chất,Tất cả,Kích thước nhỏ hơn,B,"Thể Minuta không ăn hồng cầu, Thể Magna (histolytica) ăn hồng cầu."
Chuong2-2-cau41,41 . nhiễm sắc ngoại vi có thể thấy trong bộ phận nào sau đây của e.histolytica CHÂN GIẢ,Nội nguyên sinh chất,Nhân,Không bào tiêu hóa,Không bào co bóp,Ngoại nguyên sinh chất,B,Nhiễm sắc ngoại vi là thành phần của nhân đơn bào.
Chuong2-2-cau42,42 . Các dạng hình thể của e.histolytica là CHÂN GIẢ,Thể hoạt động nhỏ và thể bào nang,Thể hoạt động nhỏ và thể hoạt động lớn,"Thể hoạt động lớn, thể bào nang","Thể hoạt động lớn, thể hoạt động nhỏ và thể bào nang",Thể bào nang,D,"E. histolytica có 3 dạng hình thể: Magna, Minuta (hoạt động) và Bào nang."
Chuong2-2-cau43,43 . Số lượng nhân đôi tối đa của e.histolytica CHÂN GIẢ,3,2,4,5,,C,Bào nang E. histolytica trưởng thành có 4 nhân.
Chuong2-2-cau44,44 . Đặc điểm của đơn bào e.histolytica CHÂN GIẢ,"Có 2-3 nhân, hình tròn",Có 1 nhân,"Bào nang 1-4 nhân, vỏ dày, hình tròn và bào nang 4 nhân có khả năng lấy nhiễm","Có 4 nhân, vỏ dày",,C,"Bào nang E. histolytica có 1-4 nhân, bào nang 4 nhân là thể gây nhiễm."
Chuong2-2-cau45,45 . Thể hoạt động magma của e.histolytica thường gặp trong phân bệnh nhân CHÂN GIẢ,Rối loạn tiêu hóa,Viêm đại tràng,Lỵ amip cấp tính,Ỉa chảy,Lỵ amip mãn tính,C,"Thể magna (ăn HC) là thể gây bệnh xâm lấn, thường gặp trong lỵ amip cấp tính."
Chuong2-2-cau46,46 . Có thể tìm thấy thể minuta của e.histolytica trong các trường hợp sau CHÂN GIẢ,Bệnh nhân uống thuốc nhuận tràng,Bệnh nhân không có hội chứng lỵ,tất cả,Phân lỏng và bệnh nhân uống thuốc tẩy tràng,Phân lỏng,B,"Thể minuta là thể không gây bệnh, thường thấy ở người lành mang mầm bệnh (không có hội chứng lỵ)."
Chuong2-2-cau47,"47 . ĐƯờng lây nhiễm của E,histolytica là CHÂN GIẢ",Tiêu hóa,Máu,Sinh dục,Tiết niệu,Hô hấp,A,Lây nhiễm do nuốt bào nang qua đường tiêu hóa.
Chuong2-2-cau48,48 . Người mắc bệnh ỵ amip do ăn phải CHÂN GIẢ,Thể hoạt động nhỏ,Bào nang non,Bào nang già 3 nhân,Thể hoạt động lớn,bào nang già 4 nhân,E,Bào nang già 4 nhân là thể lây nhiễm.
Chuong2-2-cau49,"49 . E,histolytica hiếm khi kí sinh ở tổ chức nào dưới đây CHÂN GIẢ",Phổi,,Gan,Ruột,Thận,E,"Amip có thể gây áp xe ở phổi, gan, ruột, não, nhưng hiếm khi ở thận."
Chuong2-2-cau50,"50 . Ổ áp xe do e,histolytica gây ra ở hạ niêm mạc có hình CHÂN GIẢ","Nhỏ, dài","Miệng to, đáy rộng",Tán nấm,"Miệng nhỏ, đáy hẹp",Tròn,D,"Vết loét ruột do amíp có hình bình miệng (miệng nhỏ, đáy hẹp)."
Chuong2-2-cau51,51 . tiêu chuẩn vàng để chẩn đoán bệnh nhân lỵ amip là xn thấy CHÂN GIẢ,Thể bào nang 4 nhâm trong phân,Thể bào nang 2 nhân trong phân,Thể minuta trong phân,Thể minuta trong dịch tá tràng,Thể magna trong phân,E,Tiêu chuẩn chẩn đoán lỵ amip cấp là tìm thấy thể magna (thể hoạt động ăn hồng cầu) trong phân.
Chuong2-2-cau52,52 . Nguồn bệnh đào thải mầm bệnh e.histolytica CHÂN GIẢ,Bệnh nhân amip mạn tính,Người lành mang trùng,Bệnh nhân viêm đại tràng,Bệnh nhân amip cấp tính,Bệnh nhân rối loạn tiêu hóa,B,Người lành mang trùng (thể bào nang) là nguồn bệnh chính đào thải mầm bệnh.
Chuong2-2-cau53,53 . Mầm bệnh e.Histolytica Có thể lây nhiễm qua CHÂN GIẢ,Phân,,Tay bẩn,Tất cả,Thức ăn,D,"Mầm bệnh (bào nang) lây truyền qua nhiều con đường (ruồi, phân, tay bẩn, thức ăn)."
Chuong2-2-cau54,"54 . Ăn rau sống, uống nước lã có thể lây nhiễm kst sau CHÂN GIẢ",T.vaginalis,Paragonimus westermani,E.histolytica,P.falci,,C,E.histolytica (amip) lây qua nuốt bào nang trong nước hoặc rau sống bẩn.
Chuong2-2-cau55,55 . Đơn bào là kst đơn ký là trừ RÉT,E.histolytica,E.coli,G.intestinalis,B Coli,Plasmodium,E,"Plasmodium (Sốt rét) là ký sinh trùng cần ký chủ trung gian (muỗi), là đa ký."
Chuong2-2-cau56,56 . Áp xe do amip hay gặp nhất ở bộ phận nào trong cơ thể CHÂN GIẢ,Tim,Lách,não,Gan,Phổi,D,Áp xe gan là biến chứng ngoài ruột thường gặp nhất.
Chuong2-2-cau57,57 . Kỹ thuật không sử dụng để chẩn đoán E.histolytica CHÂN GIẢ,SOi trực tràng,Xét nghiệm phân kato,Chụp CT,Xét nghiệm phân trực tiếp,Siêu âm,B,"Xét nghiệm Kato-Katz chỉ dùng cho trứng giun sán, không phải đơn bào."
Chuong2-2-cau58,58 . Yếu tố không thể làm lây truyền bệnh lỵ amip CHÂN GIẢ,Thực phẩm bị nhiễm bào nang,Phân người bệnh có nhiều bào nang,,Người lành mang trùng,Tay bẩn mang bào nang,F,Thể hoạt động của e.histolytica
Chuong2-2-cau59,59 . Viêm gan do amip thường khu trú CHÂN GIẢ,Phần Trái của thùy gan p,Giữa thùy gan trái và phải,Thùy gan trái,Thùy phải gan,Đường dẫn mật của gan,D,Áp xe gan amip thường khu trú ở thùy phải gan.
Chuong2-2-cau60,60 . Phòng bệnh do b.coli giống phòng bệnh KST nào CHÂN GIẢ,B.coli,P.Vivax,T.Vaginalis,G.intestinalis,E.histolytica,E,"Balantidium coli và E.histolytica đều là KST đường ruột lây qua đường tiêu hóa/phân, có biện pháp phòng ngừa tương tự (vệ sinh)."
Chuong2-2-cau61,61 .Biện pháp phòng bệnh do G.intestinalis gây nên giống phòng bệnh đơn bào nào. 1. T.vaginalis ( tr âm đạo)2. E.histolytica( lỵ amip)3. Plasmodium malariae 4. B.coli5. P.vivax CHÂN GIẢ,B.13,D.15,A.12,C.24,,D,E.histolytica và B.coli đều là KST đường ruột lây qua đường tiêu hóa.
Chuong2-2-cau62,62 .Chống và diệt tiết túc bằng phương pháp sinh học có ưu điểm. 1. Mang tính chủ động 2. Tác dụng nhanh3. Không tác hại đối với con người 4. Không gây ô nhiễm môi trường 5. Hiệu quả không bền vững CHÂN GIẢ,D.145,B.345,C.235,A.134,,D,"Ưu điểm của phương pháp sinh học là không tác hại (3), không ô nhiễm (4), mang tính chủ động (1)."
Chuong2-2-cau63,63 . Chống và diệt tiết túc bằng phương pháp cơ học CHÂN GIẢ,Bắt diệt côn trùng trung gian truyền bệnh,Giảm mức độ thức ăn của tiết túc,77,"Phá vỡ, hạn chế các điều kiện phát triển của côn trùng",Triệt nơi sinh sản đẻ của tiết túc,A,Bắt diệt côn trùng là biện pháp cơ học.
Chuong2-2-cau64,64 . Chống và diệt tiết túc bằng phương pháp sinh học là CHÂN GIẢ,Bắt và diệt côn trùng trung gian truyền bệnh,Giảm mức độ thức ăn của côn trùng,Dùng kẻ thù tự nhiên của tiết túc để tiêu diệt chúng,Phá vỡ hạn chế các điều kiện phát triển của côn trùng,Ngăn chặn tiết túc tiếp xúc với với con người,C,Dùng kẻ thù tự nhiên là phương pháp sinh học.
Chuong2-2-cau65,65 . Làm giảm sinh sản của tiết túc bằng phương pháp sau trừ CHÂN GIẢ,Thay đổi môi trường thuận lợi,Tất cả,Giảm mức độ thức ăn,Triệt nơi sinh đẻ,Dùng hóa chất để tiệt sinh,A,Thay đổi môi trường thuận lợi sẽ làm tăng sinh sản chứ không phải giảm.
